,timestamp,point_amount_cumsum
6,2018-06-01 02:00:45,-702.0
7,2018-06-01 02:05:02,-37431.0
8,2018-06-01 02:05:54,37499.0
13,2018-06-01 03:43:16,-4739.0
57,2018-06-01 06:02:29,13870.0
74,2018-06-01 07:14:04,-147749.0
77,2018-06-01 07:26:29,-120.0
79,2018-06-01 07:35:36,0.0
100,2018-06-01 09:17:24,39062.0
102,2018-06-01 09:25:02,-96.0
106,2018-06-01 09:41:21,-356.0
115,2018-06-01 11:00:22,-64554.0
120,2018-06-01 11:05:31,1049.0
122,2018-06-01 11:33:12,-100.0
124,2018-06-01 11:36:43,425.0
141,2018-06-01 12:50:20,-74988.0
144,2018-06-01 13:06:31,5661.0
149,2018-06-01 14:31:56,-20118.0
152,2018-06-01 14:57:35,1019.0
154,2018-06-01 15:07:05,0.0
159,2018-06-01 15:18:33,143616.0
169,2018-06-01 16:10:47,11606.0
171,2018-06-01 16:11:21,1494.0
172,2018-06-01 16:25:28,-19157.0
173,2018-06-01 16:26:28,19171.0
184,2018-06-01 17:23:28,-13177.0
187,2018-06-01 17:56:54,1389.0
188,2018-06-01 18:02:07,-40822.0
189,2018-06-01 18:02:22,40876.0
190,2018-06-01 18:17:08,-28305.0
195,2018-06-01 18:28:00,-39665.0
200,2018-06-01 18:36:24,4994.0
201,2018-06-01 18:36:33,71380.0
219,2018-06-01 20:00:51,-53136.0
224,2018-06-01 20:05:22,7166.0
242,2018-06-01 20:58:24,-36474.0
309,2018-06-01 23:26:51,51492.0
312,2018-06-02 00:27:01,30716.0
314,2018-06-02 01:04:37,322.0
316,2018-06-02 01:57:04,4237.0
320,2018-06-02 02:01:35,2863.0
326,2018-06-02 02:48:31,3002.0
333,2018-06-02 03:26:48,48766.0
335,2018-06-02 03:57:06,3000.0
336,2018-06-02 04:14:57,-24636.0
337,2018-06-02 04:15:32,24633.0
355,2018-06-02 05:35:38,24493.0
356,2018-06-02 05:36:04,-417.0
357,2018-06-02 05:37:00,-46831.0
358,2018-06-02 05:40:53,46803.0
363,2018-06-02 07:26:36,1038.0
367,2018-06-02 08:43:58,-25757.0
368,2018-06-02 08:45:16,25665.0
379,2018-06-02 09:19:06,-2193.0
382,2018-06-02 09:27:02,725.0
394,2018-06-02 09:58:28,-21973.0
399,2018-06-02 10:00:27,-6401.0
404,2018-06-02 11:12:34,-2618.0
405,2018-06-02 11:14:52,-53547.0
414,2018-06-02 11:26:46,57721.0
430,2018-06-02 12:01:38,-1197.0
441,2018-06-02 13:28:38,-31635.0
447,2018-06-02 14:16:18,15781.0
448,2018-06-02 14:22:05,-192.0
457,2018-06-02 14:41:02,10620.0
472,2018-06-02 15:53:52,-75194.0
485,2018-06-02 15:56:02,2364.0
492,2018-06-02 16:02:42,2584.0
502,2018-06-02 16:06:35,-8410.0
505,2018-06-02 16:31:48,2883.0
506,2018-06-02 17:03:15,-69479.0
507,2018-06-02 17:07:44,69438.0
509,2018-06-02 17:38:28,160.0
519,2018-06-02 18:06:32,5563.0
522,2018-06-02 18:17:26,-242.0
538,2018-06-02 18:59:49,57780.0
545,2018-06-02 19:47:38,8778.0
556,2018-06-02 21:18:41,-47633.0
559,2018-06-02 22:26:52,8113.0
561,2018-06-02 22:28:29,500.0
570,2018-06-02 23:28:46,-14571.0
574,2018-06-03 00:18:04,9255.0
580,2018-06-03 00:18:55,-958.0
583,2018-06-03 00:27:39,-729.0
593,2018-06-03 01:56:47,78387.0
602,2018-06-03 02:54:08,21868.0
612,2018-06-03 04:42:26,15700.0
614,2018-06-03 06:10:16,10614.0
629,2018-06-03 09:01:01,41521.0
631,2018-06-03 10:47:00,60.0
643,2018-06-03 12:21:43,32797.0
647,2018-06-03 13:59:03,-11390.0
648,2018-06-03 13:59:08,11665.0
651,2018-06-03 14:38:40,917.0
655,2018-06-03 14:57:58,-100.0
664,2018-06-03 15:44:35,-3520.0
669,2018-06-03 15:56:50,-2592.0
673,2018-06-03 16:11:26,-459.0
679,2018-06-03 16:20:59,-22659.0
688,2018-06-03 16:39:38,35862.0
689,2018-06-03 17:46:29,-9262.0
711,2018-06-03 18:27:59,18811.0
723,2018-06-03 19:03:07,8814.0
725,2018-06-03 20:19:37,104.0
727,2018-06-03 20:51:17,107.0
729,2018-06-03 21:41:21,2472.0
747,2018-06-03 23:14:56,-9880.0
749,2018-06-03 23:25:30,1656.0
757,2018-06-03 23:54:21,16431.0
765,2018-06-04 00:45:32,30475.0
769,2018-06-04 01:35:55,3815.0
772,2018-06-04 01:55:21,2090.0
791,2018-06-04 02:33:47,-22291.0
794,2018-06-04 04:27:20,-40.0
795,2018-06-04 05:49:01,-60444.0
796,2018-06-04 05:52:52,60458.0
797,2018-06-04 05:54:22,-33580.0
798,2018-06-04 05:56:15,33628.0
809,2018-06-04 07:26:30,-4660.0
811,2018-06-04 09:21:18,-231.0
827,2018-06-04 09:40:50,11167.0
846,2018-06-04 10:02:55,989.0
847,2018-06-04 10:22:35,-489.0
869,2018-06-04 10:44:37,-53745.0
876,2018-06-04 10:49:40,232.0
886,2018-06-04 11:08:21,6816.0
903,2018-06-04 12:01:44,4198.0
907,2018-06-04 12:47:38,939.0
920,2018-06-04 13:07:18,3299.0
939,2018-06-04 14:46:55,-2873.0
944,2018-06-04 14:53:58,-3245.0
946,2018-06-04 14:59:29,2240.0
960,2018-06-04 15:21:31,32045.0
978,2018-06-04 15:39:31,-132397.0
979,2018-06-04 22:46:00,-14857.0
980,2018-06-04 22:46:03,-8254.0
981,2018-06-04 22:51:02,-21442.0
988,2018-06-04 23:06:45,14572.0
991,2018-06-04 23:15:23,275.0
998,2018-06-04 23:38:35,13352.0
1005,2018-06-05 00:31:19,6367.0
1016,2018-06-05 01:17:34,88153.0
1030,2018-06-05 02:12:21,-11969.0
1041,2018-06-05 03:40:28,19453.0
1056,2018-06-05 05:59:22,53226.0
1059,2018-06-05 06:25:08,1188.0
1066,2018-06-05 07:06:24,-9125.0
1073,2018-06-05 08:53:42,-78.0
1074,2018-06-05 08:53:54,33028.0
1076,2018-06-05 09:11:14,184.0
1081,2018-06-05 09:24:44,-126.0
1104,2018-06-05 11:01:31,-14861.0
1105,2018-06-05 11:03:18,-4948.0
1108,2018-06-05 11:06:39,4557.0
1122,2018-06-05 11:17:57,-80441.0
1123,2018-06-05 11:18:33,-3277.0
1127,2018-06-05 11:24:09,-8216.0
1148,2018-06-05 13:49:55,-6745.0
1157,2018-06-05 14:42:49,13978.0
1158,2018-06-05 14:57:11,-702.0
1177,2018-06-05 16:07:14,-14115.0
1178,2018-06-05 16:08:07,-816.0
1200,2018-06-05 17:10:22,49609.0
1202,2018-06-05 17:21:37,167.0
1203,2018-06-05 17:38:13,-52365.0
1208,2018-06-05 18:05:42,68525.0
1209,2018-06-05 18:31:06,-58135.0
1210,2018-06-05 18:44:46,58128.0
1224,2018-06-05 19:37:06,14174.0
1232,2018-06-05 20:30:29,7566.0
1236,2018-06-05 21:39:09,-610.0
