,timestamp,amount_cumsum
8,2018-03-01 00:12:48,10680
11,2018-03-01 00:23:31,22094
14,2018-03-01 00:28:20,21961
18,2018-03-01 00:40:55,28120
20,2018-03-01 00:41:51,28078
44,2018-03-01 00:57:50,6423
47,2018-03-01 01:01:03,10361
57,2018-03-01 01:18:33,-962
64,2018-03-01 01:24:39,-5790
68,2018-03-01 01:30:22,33775
73,2018-03-01 01:35:48,28408
75,2018-03-01 01:37:08,-72719
76,2018-03-01 01:37:08,-27514
77,2018-03-01 01:37:08,28402
94,2018-03-01 02:02:28,-118212
116,2018-03-01 02:55:03,80190
121,2018-03-01 02:55:39,77726
122,2018-03-01 03:21:41,-41804
129,2018-03-01 03:23:29,80641
164,2018-03-01 04:09:06,88393
168,2018-03-01 04:15:11,82437
170,2018-03-01 04:26:06,88670
192,2018-03-01 05:03:25,184690
200,2018-03-01 05:10:26,188679
206,2018-03-01 05:12:55,188097
207,2018-03-01 05:13:01,67987
208,2018-03-01 05:13:05,188147
213,2018-03-01 05:14:45,189178
215,2018-03-01 05:19:39,189101
218,2018-03-01 05:35:07,195525
224,2018-03-01 05:40:28,194869
231,2018-03-01 05:46:53,213055
234,2018-03-01 05:57:58,214859
244,2018-03-01 06:38:06,161358
254,2018-03-01 06:47:46,240569
256,2018-03-01 06:53:12,242568
262,2018-03-01 06:58:23,241811
304,2018-03-01 07:30:42,214557
306,2018-03-01 07:36:25,216571
308,2018-03-01 07:36:49,216594
379,2018-03-01 09:04:59,12718
403,2018-03-01 09:25:53,199099
407,2018-03-01 09:33:51,208909
410,2018-03-01 09:40:42,210502
412,2018-03-01 09:44:55,210415
413,2018-03-01 09:48:09,174898
414,2018-03-01 09:49:25,210421
415,2018-03-01 09:53:07,210251
417,2018-03-01 10:00:07,210493
438,2018-03-01 10:22:44,219111
463,2018-03-01 10:56:07,144112
464,2018-03-01 10:56:21,158282
467,2018-03-01 11:01:01,244703
476,2018-03-01 11:14:14,265836
481,2018-03-01 11:21:15,269461
491,2018-03-01 11:24:34,248116
492,2018-03-01 11:24:34,269329
514,2018-03-01 11:37:22,100060
515,2018-03-01 11:37:22,203284
517,2018-03-01 11:39:53,202806
524,2018-03-01 11:50:14,219905
533,2018-03-01 11:54:44,205736
541,2018-03-01 12:05:25,283546
552,2018-03-01 12:30:56,228689
555,2018-03-01 12:33:23,238870
580,2018-03-01 12:44:33,71367
581,2018-03-01 12:44:33,180407
593,2018-03-01 12:57:28,251574
594,2018-03-01 12:58:04,134824
595,2018-03-01 12:59:41,251604
600,2018-03-01 13:08:37,253723
601,2018-03-01 13:09:55,253158
612,2018-03-01 13:18:02,247150
613,2018-03-01 13:18:05,248322
621,2018-03-01 13:27:54,269196
639,2018-03-01 13:39:28,244325
643,2018-03-01 13:51:51,375036
645,2018-03-01 13:53:26,374751
647,2018-03-01 14:12:50,374945
649,2018-03-01 14:13:49,376177
651,2018-03-01 14:17:32,398977
654,2018-03-01 14:32:44,398682
660,2018-03-01 14:38:32,407368
677,2018-03-01 15:27:16,384779
701,2018-03-01 15:46:58,432544
709,2018-03-01 16:02:33,504904
711,2018-03-01 16:06:56,505836
723,2018-03-01 16:18:29,551941
731,2018-03-01 16:24:24,577225
735,2018-03-01 16:27:25,579768
737,2018-03-01 16:37:18,581627
747,2018-03-01 16:48:17,587221
749,2018-03-01 16:59:50,587371
751,2018-03-01 17:01:36,528179
752,2018-03-01 17:01:45,592239
757,2018-03-01 17:06:02,590244
763,2018-03-01 17:12:28,604460
765,2018-03-01 17:14:58,604836
771,2018-03-01 17:21:44,601411
775,2018-03-01 17:24:40,601873
777,2018-03-01 17:31:20,624673
789,2018-03-01 17:49:53,612200
798,2018-03-01 17:57:21,677123
800,2018-03-01 17:58:59,680557
805,2018-03-01 18:07:20,672053
818,2018-03-01 18:23:24,598662
819,2018-03-01 18:30:45,597477
825,2018-03-01 18:33:21,588932
832,2018-03-01 18:41:18,622549
841,2018-03-01 18:50:04,633000
843,2018-03-01 18:59:31,632977
845,2018-03-01 19:04:45,633532
847,2018-03-01 19:17:56,633923
855,2018-03-01 19:25:18,652069
860,2018-03-01 19:30:38,653382
876,2018-03-01 19:48:38,678373
878,2018-03-01 19:56:42,678752
883,2018-03-01 20:02:55,680498
886,2018-03-01 20:06:32,679014
892,2018-03-01 20:07:39,695585
894,2018-03-01 20:09:19,695747
896,2018-03-01 20:18:13,694602
903,2018-03-01 20:22:05,730748
904,2018-03-01 20:37:55,729956
910,2018-03-01 20:49:24,725545
912,2018-03-01 21:00:12,725638
913,2018-03-01 21:32:59,713647
916,2018-03-01 21:33:24,726108
923,2018-03-01 21:50:23,722969
932,2018-03-01 21:53:13,724524
937,2018-03-01 22:00:28,734896
942,2018-03-01 22:07:20,736616
944,2018-03-01 22:13:15,737117
950,2018-03-01 22:20:36,736385
963,2018-03-01 22:31:20,755624
966,2018-03-01 22:33:42,763410
982,2018-03-01 22:40:17,822876
988,2018-03-01 22:42:37,830584
1001,2018-03-01 22:50:25,795805
1003,2018-03-01 22:52:49,795957
1010,2018-03-01 23:04:47,817261
1015,2018-03-01 23:12:45,812639
1023,2018-03-01 23:33:49,810105
1024,2018-03-01 23:49:07,690205
1027,2018-03-01 23:51:23,695612
1038,2018-03-01 23:55:44,842310
1041,2018-03-01 23:57:05,842310
1046,2018-03-02 00:02:52,847533
1069,2018-03-02 00:25:55,834090
1071,2018-03-02 00:37:05,836531
1075,2018-03-02 00:40:44,838445
1083,2018-03-02 00:48:04,866890
1090,2018-03-02 00:54:14,869195
1096,2018-03-02 01:08:18,870740
1098,2018-03-02 01:17:22,871245
1101,2018-03-02 01:19:00,874381
1103,2018-03-02 01:49:51,873474
1107,2018-03-02 01:59:19,872673
1113,2018-03-02 02:03:07,868608
1117,2018-03-02 02:09:12,883808
1119,2018-03-02 02:18:27,883796
1127,2018-03-02 02:44:34,935186
1129,2018-03-02 02:49:40,936230
1130,2018-03-02 02:58:00,877249
1131,2018-03-02 02:58:14,936289
1139,2018-03-02 08:07:14,940248
1144,2018-03-02 08:08:54,945307
1156,2018-03-02 08:15:32,998640
1161,2018-03-02 08:22:03,998553
1170,2018-03-02 08:27:43,966691
1174,2018-03-02 08:31:02,902091
1179,2018-03-02 08:39:48,916952
1194,2018-03-02 08:58:43,915352
1200,2018-03-02 09:06:25,972815
1203,2018-03-02 09:12:10,1071372
1205,2018-03-02 09:13:36,1071436
1212,2018-03-02 09:15:38,1065167
1215,2018-03-02 09:19:26,1065452
1227,2018-03-02 09:26:43,1099471
1235,2018-03-02 09:28:34,1097606
1237,2018-03-02 09:31:46,999927
1238,2018-03-02 09:31:46,1099307
1245,2018-03-02 09:37:13,1109753
1253,2018-03-02 09:40:27,1116212
1261,2018-03-02 09:42:29,1121279
1265,2018-03-02 09:45:12,1124509
1267,2018-03-02 09:48:17,1124460
1270,2018-03-02 09:53:09,1120814
1281,2018-03-02 09:56:44,1136599
1290,2018-03-02 09:59:29,1095789
1301,2018-03-02 10:02:47,1164252
1303,2018-03-02 10:08:42,1164819
1320,2018-03-02 10:13:25,1154680
1326,2018-03-02 10:15:50,1154340
1328,2018-03-02 10:17:29,1155874
1335,2018-03-02 10:20:46,1164982
1337,2018-03-02 10:21:18,1167966
1352,2018-03-02 10:23:33,1196539
1356,2018-03-02 10:27:33,1198291
1358,2018-03-02 10:30:12,1200157
1361,2018-03-02 10:32:44,1200952
