,timestamp,amount_cumsum
6,2018-06-01 02:00:45,-702
7,2018-06-01 02:05:02,-38133
8,2018-06-01 02:05:54,-634
13,2018-06-01 03:43:16,-5373
57,2018-06-01 06:02:29,8497
74,2018-06-01 07:14:04,-139252
77,2018-06-01 07:26:29,-139372
79,2018-06-01 07:35:36,-139372
100,2018-06-01 09:17:24,-100310
102,2018-06-01 09:25:02,-100406
106,2018-06-01 09:41:21,-100762
115,2018-06-01 11:00:22,-165316
120,2018-06-01 11:05:31,-164267
122,2018-06-01 11:33:12,-164367
124,2018-06-01 11:36:43,-163942
141,2018-06-01 12:50:20,-238930
144,2018-06-01 13:06:31,-233269
149,2018-06-01 14:31:56,-253387
152,2018-06-01 14:57:35,-252368
154,2018-06-01 15:07:05,-252368
159,2018-06-01 15:18:33,-108752
169,2018-06-01 16:10:47,-97146
171,2018-06-01 16:11:21,-95652
172,2018-06-01 16:25:28,-114809
173,2018-06-01 16:26:28,-95638
184,2018-06-01 17:23:28,-108815
187,2018-06-01 17:56:54,-107426
188,2018-06-01 18:02:07,-148248
189,2018-06-01 18:02:22,-107372
190,2018-06-01 18:17:08,-135677
195,2018-06-01 18:28:00,-175342
200,2018-06-01 18:36:24,-170348
201,2018-06-01 18:36:33,-98968
219,2018-06-01 20:00:51,-152104
224,2018-06-01 20:05:22,-144938
242,2018-06-01 20:58:24,-181412
309,2018-06-01 23:26:51,-129920
312,2018-06-02 00:27:01,-99204
314,2018-06-02 01:04:37,-98882
316,2018-06-02 01:57:04,-94645
320,2018-06-02 02:01:35,-91782
326,2018-06-02 02:48:31,-88780
333,2018-06-02 03:26:48,-40014
335,2018-06-02 03:57:06,-37014
336,2018-06-02 04:14:57,-61650
337,2018-06-02 04:15:32,-37017
355,2018-06-02 05:35:38,-12524
356,2018-06-02 05:36:04,-12941
357,2018-06-02 05:37:00,-59772
358,2018-06-02 05:40:53,-12969
363,2018-06-02 07:26:36,-11931
367,2018-06-02 08:43:58,-37688
368,2018-06-02 08:45:16,-12023
379,2018-06-02 09:19:06,-14216
382,2018-06-02 09:27:02,-13491
394,2018-06-02 09:58:28,-35464
399,2018-06-02 10:00:27,-41865
404,2018-06-02 11:12:34,-44483
405,2018-06-02 11:14:52,-98030
414,2018-06-02 11:26:46,-40309
430,2018-06-02 12:01:38,-41506
441,2018-06-02 13:28:38,-73141
447,2018-06-02 14:16:18,-57360
448,2018-06-02 14:22:05,-57552
457,2018-06-02 14:41:02,-46932
472,2018-06-02 15:53:52,-122126
485,2018-06-02 15:56:02,-119762
492,2018-06-02 16:02:42,-117178
502,2018-06-02 16:06:35,-125588
505,2018-06-02 16:31:48,-122705
506,2018-06-02 17:03:15,-192184
507,2018-06-02 17:07:44,-122746
509,2018-06-02 17:38:28,-122586
519,2018-06-02 18:06:32,-117023
522,2018-06-02 18:17:26,-117265
538,2018-06-02 18:59:49,-59485
545,2018-06-02 19:47:38,-50707
556,2018-06-02 21:18:41,-98340
559,2018-06-02 22:26:52,-90227
561,2018-06-02 22:28:29,-89727
570,2018-06-02 23:28:46,-104298
574,2018-06-03 00:18:04,-95043
580,2018-06-03 00:18:55,-96001
583,2018-06-03 00:27:39,-96730
593,2018-06-03 01:56:47,-18343
602,2018-06-03 02:54:08,3525
612,2018-06-03 04:42:26,19225
614,2018-06-03 06:10:16,29839
629,2018-06-03 09:01:01,71360
631,2018-06-03 10:47:00,71420
643,2018-06-03 12:21:43,104217
647,2018-06-03 13:59:03,92827
648,2018-06-03 13:59:08,104492
651,2018-06-03 14:38:40,105409
655,2018-06-03 14:57:58,105309
664,2018-06-03 15:44:35,101789
669,2018-06-03 15:56:50,99197
673,2018-06-03 16:11:26,98738
679,2018-06-03 16:20:59,76079
688,2018-06-03 16:39:38,111941
689,2018-06-03 17:46:29,102679
711,2018-06-03 18:27:59,121490
723,2018-06-03 19:03:07,130304
725,2018-06-03 20:19:37,130408
727,2018-06-03 20:51:17,130515
729,2018-06-03 21:41:21,132987
747,2018-06-03 23:14:56,123107
749,2018-06-03 23:25:30,124763
757,2018-06-03 23:54:21,141194
765,2018-06-04 00:45:32,171669
769,2018-06-04 01:35:55,175484
772,2018-06-04 01:55:21,177574
791,2018-06-04 02:33:47,155283
794,2018-06-04 04:27:20,155243
795,2018-06-04 05:49:01,94799
796,2018-06-04 05:52:52,155257
797,2018-06-04 05:54:22,121677
798,2018-06-04 05:56:15,155305
809,2018-06-04 07:26:30,150645
811,2018-06-04 09:21:18,150414
827,2018-06-04 09:40:50,161581
846,2018-06-04 10:02:55,162570
847,2018-06-04 10:22:35,162081
869,2018-06-04 10:44:37,108336
876,2018-06-04 10:49:40,108568
886,2018-06-04 11:08:21,115384
903,2018-06-04 12:01:44,119582
907,2018-06-04 12:47:38,120521
920,2018-06-04 13:07:18,123820
939,2018-06-04 14:46:55,120947
944,2018-06-04 14:53:58,117702
946,2018-06-04 14:59:29,119942
960,2018-06-04 15:21:31,151987
978,2018-06-04 15:39:31,19590
979,2018-06-04 22:46:00,4733
980,2018-06-04 22:46:03,-3521
981,2018-06-04 22:51:02,-24963
988,2018-06-04 23:06:45,-10391
991,2018-06-04 23:15:23,-10116
998,2018-06-04 23:38:35,3236
1005,2018-06-05 00:31:19,9603
1016,2018-06-05 01:17:34,97756
1030,2018-06-05 02:12:21,85787
1041,2018-06-05 03:40:28,105240
1056,2018-06-05 05:59:22,158466
1059,2018-06-05 06:25:08,159654
1066,2018-06-05 07:06:24,150529
1073,2018-06-05 08:53:42,150451
1074,2018-06-05 08:53:54,183479
1076,2018-06-05 09:11:14,183663
