,timestamp,amount_cumsum
6,2018-05-01 01:08:09,-2818
30,2018-05-01 02:01:00,-8000
31,2018-05-01 02:28:32,-69140
32,2018-05-01 02:30:41,-8042
37,2018-05-01 03:28:58,-2977
51,2018-05-01 04:41:29,65385
53,2018-05-01 04:57:27,65776
70,2018-05-01 07:02:57,90392
71,2018-05-01 07:15:27,90288
80,2018-05-01 07:19:21,60964
81,2018-05-01 07:53:48,-38300
82,2018-05-01 08:01:38,61013
100,2018-05-01 08:34:16,-3676
103,2018-05-01 08:46:45,-10560
109,2018-05-01 09:06:04,-35520
116,2018-05-01 09:18:57,-77579
118,2018-05-01 09:21:04,-80133
121,2018-05-01 09:23:22,-93459
128,2018-05-01 09:28:50,-92757
130,2018-05-01 09:43:24,-92851
135,2018-05-01 09:49:18,-74093
137,2018-05-01 09:51:44,-73116
140,2018-05-01 09:52:29,-72103
143,2018-05-01 09:55:43,-72941
146,2018-05-01 10:00:40,-61941
162,2018-05-01 10:16:58,-85152
163,2018-05-01 10:22:21,-131287
166,2018-05-01 10:22:55,-80684
167,2018-05-01 10:23:14,-112194
179,2018-05-01 10:32:06,-28509
187,2018-05-01 10:43:55,-27942
188,2018-05-01 10:48:04,-83259
189,2018-05-01 10:49:38,-27897
193,2018-05-01 10:57:45,-13391
194,2018-05-01 11:00:47,-24260
195,2018-05-01 11:00:56,-48990
216,2018-05-01 11:24:47,-104005
219,2018-05-01 11:26:36,-103149
220,2018-05-01 11:28:02,-103974
222,2018-05-01 11:28:30,-140252
223,2018-05-01 11:28:51,-144190
231,2018-05-01 11:39:38,-93611
260,2018-05-01 12:23:31,-114749
274,2018-05-01 13:03:11,-80744
282,2018-05-01 13:25:48,-64143
283,2018-05-01 14:03:48,-77909
285,2018-05-01 14:15:26,-40141
289,2018-05-01 14:27:58,-38383
293,2018-05-01 14:41:43,-3581
294,2018-05-01 14:51:47,-16342
296,2018-05-01 14:54:47,-3307
297,2018-05-01 15:47:26,-14201
305,2018-05-01 15:49:27,-3849
312,2018-05-01 16:08:06,7327
314,2018-05-01 16:17:51,7426
327,2018-05-01 16:34:31,-24154
328,2018-05-01 16:34:35,40567
333,2018-05-01 16:52:15,42726
342,2018-05-01 17:10:58,73187
343,2018-05-01 17:17:53,63224
344,2018-05-01 17:19:41,73191
347,2018-05-01 17:29:18,72849
351,2018-05-01 17:45:01,70827
354,2018-05-01 17:52:46,73677
357,2018-05-01 17:56:16,74259
370,2018-05-01 18:23:00,82776
371,2018-05-01 18:23:07,50994
372,2018-05-01 18:23:11,82824
373,2018-05-01 18:24:55,50958
374,2018-05-01 18:25:28,82920
375,2018-05-01 18:27:13,72958
376,2018-05-01 18:27:20,82940
381,2018-05-01 18:43:29,86008
386,2018-05-01 19:01:51,86125
389,2018-05-01 19:06:19,55795
390,2018-05-01 19:10:22,55392
403,2018-05-01 19:28:20,28059
411,2018-05-01 19:42:38,40786
412,2018-05-01 19:59:58,29811
413,2018-05-01 20:01:14,40803
421,2018-05-01 20:32:15,16614
422,2018-05-01 20:45:54,16307
436,2018-05-01 20:56:04,-24921
459,2018-05-01 21:39:26,-131866
472,2018-05-01 22:18:33,-47546
492,2018-05-01 22:45:31,-56444
493,2018-05-01 22:59:47,-129260
494,2018-05-01 23:03:26,-56296
512,2018-05-02 00:18:29,-29239
515,2018-05-02 00:41:02,-33363
526,2018-05-02 01:17:09,-9207
528,2018-05-02 01:36:00,-6242
546,2018-05-02 02:02:01,-8475
555,2018-05-02 02:41:28,10729
558,2018-05-02 02:53:23,10615
559,2018-05-02 02:54:18,10261
571,2018-05-02 05:07:47,-33032
581,2018-05-02 05:33:06,-25611
