,timestamp,amount_cumsum
0,2018-08-08 00:00:00,11591
1,2018-08-08 00:00:00,45270
183,2018-08-08 06:41:00,641198
184,2018-08-08 07:02:00,651392
196,2018-08-08 07:29:00,649336
210,2018-08-08 07:49:00,630220
231,2018-08-08 09:14:00,1123416
269,2018-08-08 09:40:00,906681
284,2018-08-08 10:57:00,943891
292,2018-08-08 11:16:00,960140
293,2018-08-08 12:03:00,988787
357,2018-08-08 13:59:00,1251786
413,2018-08-08 14:49:00,1478756
443,2018-08-08 15:06:00,1513855
502,2018-08-08 17:17:00,1718224
506,2018-08-08 17:21:00,1728736
507,2018-08-08 17:23:00,1733629
514,2018-08-08 17:59:00,1691764
543,2018-08-08 19:10:00,1739421
597,2018-08-08 22:40:00,1838513
617,2018-08-08 23:09:00,1899648
683,2018-08-08 23:36:00,1897199
833,2018-08-09 04:03:00,2155684
998,2018-08-09 08:17:00,2407784
1048,2018-08-09 10:24:00,2288361
1061,2018-08-09 11:24:00,2297976
1217,2018-08-09 20:52:00,2188560
1288,2018-08-09 22:12:00,2522435
1340,2018-08-09 22:46:00,2386706
1341,2018-08-09 22:47:00,2409152
1342,2018-08-09 22:47:00,2438931
1343,2018-08-09 22:47:00,2468710
1407,2018-08-09 23:09:00,2252887
1553,2018-08-10 04:42:00,2403133
1742,2018-08-10 13:37:00,2363402
1743,2018-08-10 13:41:00,2390953
1744,2018-08-10 13:41:00,2451092
1824,2018-08-10 18:56:00,2506696
1854,2018-08-10 20:02:00,2636988
1855,2018-08-10 20:05:00,2653227
1856,2018-08-10 20:05:00,2682999
1857,2018-08-10 20:05:00,2712771
1926,2018-08-10 22:58:00,2296530
1927,2018-08-10 23:00:00,2358618
1943,2018-08-11 00:32:00,2366708
1961,2018-08-11 01:49:00,2462484
2025,2018-08-11 05:52:00,2792025
2026,2018-08-11 05:54:00,2821822
2027,2018-08-11 05:54:00,2852420
2097,2018-08-11 06:16:00,2774723
2197,2018-08-11 07:37:00,2772880
2259,2018-08-11 09:51:00,2824256
2289,2018-08-11 11:18:00,2796524
2311,2018-08-11 13:03:00,2807443
2319,2018-08-11 13:27:00,2810942
2320,2018-08-11 13:27:00,2823629
2321,2018-08-11 13:27:00,2842556
2345,2018-08-11 14:12:00,2844713
2346,2018-08-11 14:14:00,2869881
2388,2018-08-11 15:07:00,2958947
