,timestamp,amount_cumsum
11818,2019-07-14 04:15:00,-1238013
11819,2019-07-14 04:15:00,-1204233
11891,2019-07-14 05:42:00,-1381168
11892,2019-07-14 05:42:00,-1382170
11895,2019-07-14 05:43:00,-1258649
11929,2019-07-14 06:08:00,-1533253
11930,2019-07-14 06:08:00,-1534256
11974,2019-07-14 07:22:00,-1290655
11994,2019-07-14 07:45:00,-1378599
12477,2019-07-16 12:39:00,-1424483
12526,2019-07-16 12:47:00,-1615082
12567,2019-07-16 13:03:00,-1406532
12568,2019-07-16 13:04:00,-1415929
12569,2019-07-16 13:04:00,-1472871
12613,2019-07-16 13:39:00,-1287459
12730,2019-07-16 16:14:00,-1194037
12731,2019-07-16 16:14:00,-1065682
12754,2019-07-16 16:22:00,-1226849
12783,2019-07-16 16:36:00,-1200740
12813,2019-07-16 16:49:00,-1014565
12969,2019-07-16 18:34:00,-1095417
12996,2019-07-16 19:30:00,-1196207
12997,2019-07-16 19:30:00,-1197209
12998,2019-07-16 19:30:00,-1198211
13127,2019-07-16 22:28:00,-855251
13128,2019-07-16 22:30:00,-813912
13652,2019-07-17 03:53:00,-1395289
13744,2019-07-17 05:46:00,-981328
13792,2019-07-17 06:35:00,-837959
13865,2019-07-17 07:25:00,-842982
13987,2019-07-17 08:27:00,-1238850
14074,2019-07-17 09:17:00,-1160694
14342,2019-07-17 16:49:00,-1511946
14496,2019-07-17 19:30:00,-1715893
14878,2019-07-18 01:08:00,-1666849
14879,2019-07-18 01:08:00,-1666475
14880,2019-07-18 01:08:00,-1666101
14901,2019-07-18 01:12:00,-1602503
14902,2019-07-18 01:12:00,-1602109
15124,2019-07-18 03:55:00,-1383448
15125,2019-07-18 03:55:00,-1384487
15369,2019-07-18 06:41:00,-1776057
15370,2019-07-18 06:41:00,-1775653
15371,2019-07-18 06:41:00,-1775237
15372,2019-07-18 06:41:00,-1774841
15373,2019-07-18 06:41:00,-1774437
15374,2019-07-18 06:41:00,-1764443
15432,2019-07-18 07:31:00,-1755236
15433,2019-07-18 07:31:00,-1754859
15714,2019-07-18 09:39:00,-1734756
15745,2019-07-18 10:02:00,-1777993
15987,2019-07-18 12:28:00,-1544237
15988,2019-07-18 12:28:00,-1543866
15989,2019-07-18 12:28:00,-1543480
15990,2019-07-18 12:28:00,-1543118
15991,2019-07-18 12:28:00,-1508273
15992,2019-07-18 12:28:00,-1507889
16054,2019-07-18 12:46:00,-1714868
16055,2019-07-18 12:46:00,-1712870
16056,2019-07-18 12:46:00,-1710872
16057,2019-07-18 12:46:00,-1708874
16058,2019-07-18 12:46:00,-1707375
16293,2019-07-18 15:33:00,-1443334
16306,2019-07-18 15:39:00,-1626000
16792,2019-07-18 21:53:00,-2071230
17030,2019-07-19 00:04:00,-1601495
17138,2019-07-19 01:00:00,-1463299
17181,2019-07-19 01:10:00,-1477940
17203,2019-07-19 01:12:00,-1504771
17348,2019-07-19 02:15:00,-1742464
17693,2019-07-19 09:33:00,-2218596
17694,2019-07-19 09:33:00,-2242353
17726,2019-07-19 09:57:00,-2404118
17977,2019-07-19 13:31:00,-2320073
17984,2019-07-19 13:37:00,-2358231
17985,2019-07-19 13:41:00,-2359247
17986,2019-07-19 13:41:00,-2394838
17987,2019-07-19 13:41:00,-2395844
18110,2019-07-19 14:43:00,-2318249
18167,2019-07-19 16:26:00,-2357266
18287,2019-07-19 17:44:00,-2566439
18288,2019-07-19 17:44:00,-2504515
18337,2019-07-19 18:20:00,-2545622
18447,2019-07-19 20:23:00,-2567895
18485,2019-07-19 21:01:00,-2467971
18573,2019-07-19 21:58:00,-2676787
18728,2019-07-22 16:15:00,-2691395
18729,2019-07-22 16:15:00,-2724654
18940,2019-07-23 04:32:00,-2790142
19223,2019-07-25 13:44:00,-2476981
19237,2019-07-25 18:07:00,-2598026
19289,2019-07-26 01:46:00,-2627374
19290,2019-07-26 01:46:00,-2527425
19403,2019-07-27 09:16:00,-2530415
19404,2019-07-27 09:16:00,-2480341
19414,2019-07-27 09:17:00,-2666093
