,timestamp,amount_cumsum
73,2019-06-01 01:33:00,74909
95,2019-06-01 02:04:00,17806
96,2019-06-01 02:18:00,-2705
97,2019-06-01 02:21:00,5041
98,2019-06-01 02:35:00,17337
107,2019-06-01 03:05:00,19533
108,2019-06-01 03:06:00,-52260
109,2019-06-01 03:06:00,19454
148,2019-06-01 05:06:00,-97762
149,2019-06-01 05:08:00,-139788
150,2019-06-01 05:11:00,-97793
154,2019-06-01 08:30:00,-94457
157,2019-06-01 08:53:00,-94232
160,2019-06-01 09:16:00,-93188
164,2019-06-01 09:22:00,-93568
168,2019-06-01 09:25:00,-87435
176,2019-06-01 09:47:00,-86108
179,2019-06-01 11:13:00,-96304
183,2019-06-01 11:21:00,-94413
184,2019-06-01 11:50:00,-105771
233,2019-06-01 14:46:00,-46526
264,2019-06-01 15:16:00,-109804
265,2019-06-01 15:16:00,-110808
266,2019-06-01 15:18:00,-119954
267,2019-06-01 15:18:00,-210820
336,2019-06-01 16:55:00,-92439
345,2019-06-01 17:58:00,-85840
346,2019-06-01 18:14:00,-86876
347,2019-06-01 18:14:00,-105521
348,2019-06-01 18:14:00,-85825
360,2019-06-01 19:24:00,-84108
377,2019-06-01 20:34:00,-85487
385,2019-06-01 22:06:00,-89041
439,2019-06-01 23:51:00,-58364
463,2019-06-02 00:38:00,16004
464,2019-06-02 03:13:00,-505
465,2019-06-02 03:14:00,16013
471,2019-06-02 04:24:00,-69696
472,2019-06-02 04:24:00,-67697
478,2019-06-02 04:27:00,28255
485,2019-06-02 06:22:00,28663
486,2019-06-02 06:25:00,-33649
487,2019-06-02 06:27:00,28683
488,2019-06-02 06:32:00,-75239
489,2019-06-02 06:36:00,28629
490,2019-06-02 07:05:00,15199
501,2019-06-02 07:34:00,25552
509,2019-06-02 07:51:00,31229
510,2019-06-02 08:03:00,-40326
511,2019-06-02 08:09:00,31191
516,2019-06-02 08:28:00,-7102
526,2019-06-02 08:50:00,16034
538,2019-06-02 09:06:00,19673
545,2019-06-02 09:17:00,22044
547,2019-06-02 09:38:00,22482
549,2019-06-02 11:17:00,22409
555,2019-06-02 11:42:00,24725
562,2019-06-02 12:20:00,26197
577,2019-06-02 12:51:00,8862
579,2019-06-02 13:51:00,8877
580,2019-06-02 14:21:00,-24302
583,2019-06-02 16:16:00,8894
587,2019-06-02 16:33:00,9250
588,2019-06-02 16:35:00,8247
597,2019-06-02 16:43:00,146301
635,2019-06-02 16:54:00,76153
643,2019-06-02 17:24:00,77645
653,2019-06-02 17:37:00,69763
717,2019-06-02 20:09:00,35352
769,2019-06-02 21:07:00,70472
770,2019-06-02 21:19:00,32566
771,2019-06-02 21:19:00,31563
772,2019-06-02 21:19:00,30561
773,2019-06-02 21:19:00,29559
774,2019-06-02 21:43:00,70738
777,2019-06-02 22:00:00,70519
778,2019-06-02 22:07:00,69517
791,2019-06-02 22:17:00,31137
795,2019-06-02 22:21:00,30381
799,2019-06-02 22:30:00,19985
