,timestamp,amount_cumsum
0,2018-12-02 01:27:00,-10121
1,2018-12-02 01:30:00,-2
56,2018-12-02 04:03:00,-41207
81,2018-12-02 06:01:00,-132235
90,2018-12-02 06:34:00,-98920
97,2018-12-02 07:02:00,-45397
98,2018-12-02 07:14:00,-61113
99,2018-12-02 07:28:00,-45420
100,2018-12-02 07:35:00,-45490
104,2018-12-02 07:41:00,-44575
105,2018-12-02 08:12:00,-73084
117,2018-12-02 09:03:00,-58779
118,2018-12-02 09:06:00,-96502
119,2018-12-02 09:06:00,-58761
123,2018-12-02 09:08:00,-104447
124,2018-12-02 09:08:00,-58375
132,2018-12-02 10:26:00,-48885
144,2018-12-02 11:14:00,-30918
153,2018-12-02 11:40:00,-43951
161,2018-12-02 12:07:00,-80625
167,2018-12-02 12:35:00,-160209
169,2018-12-02 13:09:00,-160232
205,2018-12-02 15:09:00,-165738
209,2018-12-02 15:53:00,-162582
220,2018-12-02 16:16:00,-157803
225,2018-12-02 16:28:00,-97239
237,2018-12-02 17:00:00,-100993
258,2018-12-02 17:17:00,-73524
265,2018-12-02 18:03:00,-56277
266,2018-12-02 18:05:00,-56792
267,2018-12-02 18:05:00,-66256
272,2018-12-02 18:06:00,-56721
280,2018-12-02 19:06:00,-103952
299,2018-12-02 19:47:00,-178786
311,2018-12-02 20:09:00,-202875
312,2018-12-02 20:16:00,-247072
313,2018-12-02 20:26:00,-202749
318,2018-12-02 21:28:00,-201984
321,2018-12-02 21:46:00,-201113
323,2018-12-02 22:08:00,-201058
324,2018-12-02 22:30:00,-231409
325,2018-12-02 22:34:00,-201011
331,2018-12-02 22:55:00,-170474
333,2018-12-02 23:33:00,-170441
334,2018-12-03 00:03:00,-170535
345,2018-12-03 00:16:00,-174171
346,2018-12-03 00:19:00,-192937
354,2018-12-03 00:31:00,-175159
359,2018-12-03 00:38:00,-170563
361,2018-12-03 00:42:00,-163886
362,2018-12-03 01:00:00,-164972
381,2018-12-03 02:12:00,-177877
391,2018-12-03 02:40:00,-162450
392,2018-12-03 05:30:00,-162456
394,2018-12-03 05:40:00,-160203
400,2018-12-03 07:29:00,-176025
413,2018-12-03 07:46:00,-195227
425,2018-12-03 08:14:00,-156782
432,2018-12-03 09:00:00,-109637
434,2018-12-03 09:00:00,-109582
445,2018-12-03 09:12:00,-90934
455,2018-12-03 09:15:00,-75933
