,timestamp,amount_cumsum
0,2018-07-02 18:20:00,9228
690,2018-07-05 17:28:00,-166091
819,2018-07-05 23:18:00,-128601
820,2018-07-05 23:18:00,-123655
821,2018-07-05 23:18:00,-118709
822,2018-07-05 23:18:00,-113763
823,2018-07-05 23:18:00,-108817
824,2018-07-05 23:18:00,-103871
825,2018-07-05 23:18:00,-98925
826,2018-07-05 23:18:00,-93979
827,2018-07-05 23:18:00,-89033
828,2018-07-05 23:18:00,-84087
829,2018-07-05 23:19:00,-82304
882,2018-07-06 00:12:00,-39717
883,2018-07-06 00:19:00,-37219
945,2018-07-06 04:00:00,-16796
946,2018-07-06 04:03:00,-11831
1095,2018-07-06 09:56:00,-83861
1216,2018-07-06 17:10:00,-28646
1334,2018-07-06 22:19:00,-31365
1462,2018-07-07 00:07:00,-51141
1463,2018-07-07 00:07:00,-62918
1498,2018-07-07 00:34:00,-102826
1562,2018-07-07 00:38:00,-111403
1971,2018-07-07 04:40:00,-146513
1983,2018-07-07 06:21:00,-119050
2186,2018-07-07 16:20:00,-8897
2525,2018-07-08 09:36:00,-222383
2700,2018-07-09 03:20:00,-127721
2701,2018-07-09 03:29:00,-97283
2865,2018-07-09 18:38:00,-64275
2899,2018-07-09 22:02:00,-185307
2900,2018-07-09 22:02:00,-140507
3176,2018-07-10 15:21:00,-112396
3222,2018-07-10 18:20:00,-129905
3223,2018-07-10 18:20:00,-119911
3258,2018-07-10 18:46:00,-134190
3360,2018-07-10 21:17:00,-175710
3361,2018-07-10 21:17:00,-170760
3384,2018-07-10 22:46:00,-131755
3525,2018-07-11 08:46:00,-74486
3608,2018-07-11 13:43:00,-146248
3719,2018-07-11 16:17:00,-75709
3962,2018-07-13 08:55:00,76986
4069,2018-07-13 13:45:00,83258
4082,2018-07-13 16:02:00,-14875
4409,2018-07-14 08:57:00,-19594
4449,2018-07-14 09:09:00,-29240
4454,2018-07-14 09:17:00,17555
4490,2018-07-14 11:39:00,53387
4538,2018-07-14 13:32:00,42614
4617,2018-07-14 18:50:00,-71272
4618,2018-07-14 18:50:00,-63822
4649,2018-07-14 21:14:00,-78358
4832,2018-07-15 19:51:00,-93537
4906,2018-07-16 03:52:00,-107320
4907,2018-07-16 04:45:00,-49764
5048,2018-07-16 18:01:00,-87392
5053,2018-07-16 18:02:00,-182686
5173,2018-07-16 22:10:00,-286981
5305,2018-07-17 05:08:00,-319103
5426,2018-07-17 10:22:00,-266725
5434,2018-07-17 10:27:00,-221675
5482,2018-07-17 12:05:00,-262805
5521,2018-07-17 14:12:00,-374870
5543,2018-07-17 15:32:00,-349664
5567,2018-07-17 16:54:00,-335731
5769,2018-07-18 02:42:00,-339452
5770,2018-07-18 02:42:00,-389726
5771,2018-07-18 02:42:00,-439556
6204,2018-07-18 09:14:00,-437109
6205,2018-07-18 09:25:00,-424780
6462,2018-07-18 16:10:00,-532187
6476,2018-07-18 16:18:00,-449203
6478,2018-07-18 16:19:00,-453021
6484,2018-07-18 16:21:00,-399348
6725,2018-07-18 18:45:00,-419329
7080,2018-07-19 02:00:00,-501600
7081,2018-07-19 02:00:00,-539082
7592,2018-07-19 11:13:00,-502322
7852,2018-07-19 15:52:00,-534212
7927,2018-07-19 20:58:00,-483813
8036,2018-07-20 00:37:00,-475752
8155,2018-07-20 06:54:00,-452871
8164,2018-07-20 07:16:00,-450161
8208,2018-07-20 09:06:00,-557410
8294,2018-07-20 14:46:00,-490501
8463,2018-07-20 22:51:00,-427453
8464,2018-07-20 22:51:00,-360957
8465,2018-07-20 22:51:00,-318305
9164,2018-07-22 01:07:00,-661489
9165,2018-07-22 01:07:00,-661734
9384,2018-07-22 18:40:00,-584309
9385,2018-07-22 18:51:00,-511994
9491,2018-07-22 23:33:00,-584839
9836,2018-07-23 07:43:00,-507377
9855,2018-07-23 08:11:00,-465210
9969,2018-07-23 12:04:00,-593289
9970,2018-07-23 12:04:00,-486198
10085,2018-07-23 16:41:00,-542354
10188,2018-07-23 18:12:00,-568049
10189,2018-07-23 18:12:00,-518360
10656,2018-07-24 04:34:00,-496184
10657,2018-07-24 04:34:00,-486470
10658,2018-07-24 04:34:00,-474989
10659,2018-07-24 04:34:00,-463508
10660,2018-07-24 04:34:00,-444079
10661,2018-07-24 04:34:00,-434365
