,timestamp,amount_cumsum
7,2019-05-16 13:34:00,-58210
17,2019-05-16 13:37:00,-33458
29,2019-05-16 13:40:00,-29878
36,2019-05-16 13:43:00,-85814
39,2019-05-16 13:44:00,-86810
57,2019-05-16 13:47:00,-34068
63,2019-05-16 13:51:00,-30242
70,2019-05-16 13:54:00,40291
77,2019-05-16 13:55:00,23578
78,2019-05-16 13:55:00,42757
93,2019-05-16 13:57:00,43032
94,2019-05-16 13:58:00,-33207
95,2019-05-16 13:58:00,42946
96,2019-05-16 14:04:00,-15757
97,2019-05-16 14:04:00,-18132
98,2019-05-16 14:04:00,-20507
99,2019-05-16 14:04:00,-31657
129,2019-05-16 14:08:00,77515
134,2019-05-16 14:10:00,88404
137,2019-05-16 14:15:00,139027
138,2019-05-16 14:18:00,96989
141,2019-05-16 14:19:00,137638
154,2019-05-16 14:25:00,152957
159,2019-05-16 14:30:00,150588
209,2019-05-16 14:39:00,167763
210,2019-05-16 14:42:00,150506
211,2019-05-16 14:42:00,150376
215,2019-05-16 14:43:00,168350
216,2019-05-16 14:47:00,117911
217,2019-05-16 14:47:00,117884
229,2019-05-16 14:50:00,167824
230,2019-05-16 14:51:00,125580
231,2019-05-16 14:52:00,123063
248,2019-05-16 14:59:00,168397
256,2019-05-16 15:03:00,170911
265,2019-05-16 15:08:00,186422
270,2019-05-16 15:10:00,187031
275,2019-05-16 15:15:00,165567
276,2019-05-16 15:15:00,187421
284,2019-05-16 15:19:00,242469
292,2019-05-16 15:21:00,248150
307,2019-05-16 15:26:00,225887
308,2019-05-16 15:41:00,209564
309,2019-05-16 15:42:00,225886
312,2019-05-16 15:44:00,225820
346,2019-05-16 16:12:00,181598
347,2019-05-16 16:15:00,274162
353,2019-05-16 16:18:00,270919
363,2019-05-16 16:22:00,263209
379,2019-05-16 16:39:00,142579
393,2019-05-16 16:41:00,144984
416,2019-05-16 16:56:00,178235
582,2019-05-16 17:01:00,147938
604,2019-05-16 17:05:00,164284
630,2019-05-16 17:16:00,92811
636,2019-05-16 17:17:00,100191
642,2019-05-16 17:24:00,110548
747,2019-05-16 18:05:00,86972
794,2019-05-16 18:18:00,61095
811,2019-05-16 18:25:00,58549
823,2019-05-16 18:43:00,63337
833,2019-05-16 18:50:00,66809
847,2019-05-16 18:51:00,93350
850,2019-05-16 18:51:00,94389
864,2019-05-16 18:54:00,92101
906,2019-05-16 18:57:00,52902
907,2019-05-16 18:57:00,2889
908,2019-05-16 18:57:00,52934
909,2019-05-16 18:57:00,25036
918,2019-05-16 19:01:00,86141
919,2019-05-16 19:04:00,84487
920,2019-05-16 19:04:00,82082
921,2019-05-16 19:04:00,31887
927,2019-05-16 19:07:00,-112003
936,2019-05-16 19:09:00,-61745
953,2019-05-16 19:11:00,-69866
965,2019-05-16 19:13:00,-70827
970,2019-05-16 19:14:00,-179450
991,2019-05-16 19:17:00,-176283
992,2019-05-16 19:19:00,-203830
994,2019-05-16 19:20:00,-188860
995,2019-05-16 19:20:00,-177508
997,2019-05-16 19:20:00,-177503
998,2019-05-16 19:21:00,-255886
1000,2019-05-16 19:21:00,-177342
1003,2019-05-16 19:21:00,-195970
1004,2019-05-16 19:21:00,-177297
1020,2019-05-16 19:25:00,-284926
1053,2019-05-16 19:33:00,-231500
1071,2019-05-16 19:38:00,-252573
1095,2019-05-16 19:43:00,-273137
1110,2019-05-16 19:44:00,-273683
1111,2019-05-16 19:44:00,-275719
1140,2019-05-16 19:48:00,-314396
1141,2019-05-16 19:49:00,-375036
1159,2019-05-16 19:50:00,-325788
1162,2019-05-16 19:51:00,-257980
1163,2019-05-16 19:55:00,-258580
1164,2019-05-16 19:55:00,-260953
1165,2019-05-16 19:55:00,-263326
1166,2019-05-16 19:55:00,-287938
1167,2019-05-16 19:55:00,-290311
1170,2019-05-16 19:56:00,-257672
1207,2019-05-16 20:04:00,-259443
1224,2019-05-16 20:07:00,-263957
1225,2019-05-16 20:09:00,-300455
1231,2019-05-16 20:11:00,-263089
1245,2019-05-16 20:23:00,-175360
1247,2019-05-16 20:24:00,-175537
1262,2019-05-16 20:34:00,-191178
1263,2019-05-16 20:36:00,-199656
1270,2019-05-16 20:46:00,-191739
1308,2019-05-16 20:52:00,-198437
1309,2019-05-16 20:53:00,-200813
1310,2019-05-16 20:53:00,-203189
1334,2019-05-16 21:03:00,-276851
1347,2019-05-16 21:06:00,-254828
1348,2019-05-16 21:08:00,-259185
1349,2019-05-16 21:08:00,-261558
1350,2019-05-16 21:08:00,-263931
1351,2019-05-16 21:08:00,-266304
1352,2019-05-16 21:08:00,-268677
1375,2019-05-16 21:17:00,-312262
1376,2019-05-16 21:17:00,-264836
1377,2019-05-16 21:17:00,-236381
1378,2019-05-16 21:17:00,-230275
1379,2019-05-16 21:32:00,-270052
1380,2019-05-16 21:32:00,-272422
1381,2019-05-16 21:32:00,-274792
1391,2019-05-16 21:38:00,-277476
1401,2019-05-16 21:47:00,-332713
1407,2019-05-16 21:54:00,-335458
1423,2019-05-16 21:56:00,-350300
1424,2019-05-16 21:59:00,-380536
1425,2019-05-16 21:59:00,-409412
1443,2019-05-16 22:02:00,-342261
1451,2019-05-16 22:04:00,-355991
1458,2019-05-16 22:08:00,-336457
1459,2019-05-16 22:11:00,-369164
1491,2019-05-16 22:18:00,-313490
1542,2019-05-16 22:37:00,-166456
1559,2019-05-16 22:50:00,-167211
