,timestamp,point_amount_cumsum
2,2018-07-04 12:59:00,-8814.0
26,2018-07-04 13:36:00,-8420.0
31,2018-07-04 14:25:00,-426.0
34,2018-07-04 14:38:00,687.0
40,2018-07-04 14:56:00,-1195.0
46,2018-07-04 15:33:00,-2035.0
49,2018-07-04 15:40:00,2598.0
52,2018-07-04 15:45:00,-2671.0
62,2018-07-04 16:01:00,-4457.0
75,2018-07-04 17:11:00,80899.0
78,2018-07-04 17:19:00,158.0
80,2018-07-04 17:32:00,-7000.0
99,2018-07-04 18:04:00,-27363.0
105,2018-07-04 18:24:00,421.0
319,2018-07-05 02:09:00,447651.0
321,2018-07-05 02:32:00,0.0
326,2018-07-05 02:34:00,145.0
330,2018-07-05 02:46:00,-566.0
336,2018-07-05 03:02:00,19.0
338,2018-07-05 03:09:00,0.0
385,2018-07-05 07:04:00,-42887.0
387,2018-07-05 07:57:00,-191.0
389,2018-07-05 07:58:00,9.0
393,2018-07-05 08:20:00,-429.0
402,2018-07-05 08:38:00,-1176.0
408,2018-07-05 09:20:00,5861.0
412,2018-07-05 09:22:00,4064.0
414,2018-07-05 09:25:00,382.0
416,2018-07-05 09:38:00,40.0
426,2018-07-05 09:57:00,18635.0
428,2018-07-05 10:04:00,425.0
431,2018-07-05 10:48:00,-871.0
438,2018-07-05 10:54:00,-733.0
440,2018-07-05 10:56:00,1385.0
453,2018-07-05 11:27:00,-15867.0
455,2018-07-05 11:35:00,112.0
459,2018-07-05 11:46:00,237.0
462,2018-07-05 11:59:00,60.0
464,2018-07-05 12:09:00,5556.0
506,2018-07-05 14:13:00,88753.0
508,2018-07-05 14:18:00,-155.0
534,2018-07-05 15:27:00,45829.0
536,2018-07-05 15:43:00,102.0
541,2018-07-05 15:59:00,-4074.0
1736,2018-07-07 13:53:00,478200.0
1743,2018-07-07 13:59:00,2139.0
1746,2018-07-07 15:17:00,-549.0
1753,2018-07-07 15:56:00,741.0
1756,2018-07-07 16:21:00,1057.0
1759,2018-07-07 17:14:00,2447.0
1765,2018-07-07 18:18:00,-1610.0
1767,2018-07-07 18:38:00,251.0
1769,2018-07-07 18:43:00,18.0
1771,2018-07-07 18:55:00,312.0
1776,2018-07-07 19:16:00,-2243.0
1781,2018-07-07 19:30:00,2804.0
1798,2018-07-07 21:26:00,-35676.0
1803,2018-07-07 21:30:00,-3787.0
3336,2018-07-10 07:18:00,58265.0
3343,2018-07-10 07:20:00,-62.0
3368,2018-07-10 07:33:00,88839.0
3371,2018-07-10 07:35:00,164.0
3373,2018-07-10 07:38:00,-80.0
3376,2018-07-10 07:44:00,33.0
3378,2018-07-10 07:47:00,33.0
3385,2018-07-10 07:54:00,7448.0
3407,2018-07-10 08:11:00,-7857.0
3410,2018-07-10 08:16:00,729.0
3426,2018-07-10 08:27:00,-62384.0
3456,2018-07-10 09:50:00,32573.0
3458,2018-07-10 09:53:00,10.0
3460,2018-07-10 09:55:00,-10.0
3463,2018-07-10 10:01:00,-604.0
4533,2018-07-11 21:00:00,-866364.0
4541,2018-07-11 21:04:00,-5596.0
4559,2018-07-11 21:29:00,-3086.0
5869,2018-07-13 22:20:00,-470354.0
5878,2018-07-13 22:41:00,-48444.0
5941,2018-07-14 03:24:00,168754.0
5964,2018-07-14 04:10:00,-198935.0
6044,2018-07-14 09:25:00,35353.0
6048,2018-07-14 09:31:00,1070.0
6076,2018-07-14 10:32:00,33683.0
6383,2018-07-14 23:01:00,-72777.0
6385,2018-07-14 23:10:00,-130.0
6388,2018-07-14 23:23:00,-278.0
6401,2018-07-15 00:04:00,-22489.0
6423,2018-07-15 01:02:00,31101.0
6425,2018-07-15 01:05:00,-34.0
6748,2018-07-15 11:30:00,124084.0
