,timestamp,point_amount_cumsum
1,2018-02-14 00:12:12,-5593.0
3,2018-02-14 00:15:41,1155.0
6,2018-02-14 00:20:44,33302.0
14,2018-02-14 00:28:28,-28345.0
19,2018-02-14 00:33:24,-17011.0
28,2018-02-14 00:54:17,37708.0
30,2018-02-14 00:54:58,-723.0
35,2018-02-14 01:00:07,-8383.0
50,2018-02-14 01:17:12,20696.0
52,2018-02-14 01:19:26,335.0
57,2018-02-14 01:35:26,5824.0
60,2018-02-14 01:37:03,-2764.0
73,2018-02-14 01:52:52,-16754.0
80,2018-02-14 02:06:07,-2308.0
82,2018-02-14 02:09:42,424.0
89,2018-02-14 02:20:03,14701.0
94,2018-02-14 02:43:06,31805.0
98,2018-02-14 02:53:51,58963.0
102,2018-02-14 03:01:26,11831.0
109,2018-02-14 03:06:02,379.0
117,2018-02-14 03:13:37,-29807.0
119,2018-02-14 03:15:10,891.0
127,2018-02-14 03:36:00,7576.0
130,2018-02-14 03:45:51,1618.0
141,2018-02-14 04:10:35,-18952.0
142,2018-02-14 04:11:43,-27549.0
146,2018-02-14 04:15:22,32636.0
154,2018-02-14 04:31:52,27090.0
155,2018-02-14 04:47:04,-41412.0
156,2018-02-14 04:51:15,41404.0
161,2018-02-14 04:56:30,701.0
163,2018-02-14 05:03:51,148.0
165,2018-02-14 05:08:34,-13.0
167,2018-02-14 05:14:17,54.0
168,2018-02-14 05:23:26,-42678.0
169,2018-02-14 05:24:29,42733.0
172,2018-02-14 05:33:53,2132.0
174,2018-02-14 05:34:17,-56.0
176,2018-02-14 05:36:58,-297.0
182,2018-02-14 05:49:13,522.0
183,2018-02-14 06:06:18,-43644.0
184,2018-02-14 06:06:53,43666.0
186,2018-02-14 06:09:28,-43.0
187,2018-02-14 06:15:45,-29736.0
188,2018-02-14 06:17:11,29784.0
189,2018-02-14 06:26:50,-43512.0
190,2018-02-14 06:27:35,43547.0
196,2018-02-14 06:42:00,-2039.0
198,2018-02-14 06:59:49,-11.0
202,2018-02-14 07:03:00,-13281.0
211,2018-02-14 07:10:34,8726.0
212,2018-02-14 07:12:44,-9893.0
213,2018-02-14 07:13:12,9888.0
217,2018-02-14 07:30:58,14260.0
224,2018-02-14 07:39:39,-90384.0
236,2018-02-14 08:10:24,49992.0
241,2018-02-14 08:15:11,-12234.0
249,2018-02-14 08:23:39,30917.0
254,2018-02-14 08:41:29,-572.0
260,2018-02-14 08:48:37,172.0
267,2018-02-14 08:53:08,6966.0
271,2018-02-14 08:59:33,-6149.0
276,2018-02-14 09:06:15,1123.0
277,2018-02-14 09:09:18,-10892.0
280,2018-02-14 09:13:49,16711.0
286,2018-02-14 09:26:04,-5885.0
299,2018-02-14 09:40:44,98545.0
301,2018-02-14 09:41:58,9734.0
304,2018-02-14 09:47:05,571.0
312,2018-02-14 09:54:14,-44549.0
319,2018-02-14 10:06:00,48033.0
320,2018-02-14 10:13:40,-87648.0
322,2018-02-14 10:14:56,86598.0
332,2018-02-14 10:28:10,-48282.0
338,2018-02-14 10:39:44,54593.0
340,2018-02-14 10:42:09,-1412.0
364,2018-02-14 11:03:35,115930.0
367,2018-02-14 11:08:11,-273.0
369,2018-02-14 11:12:08,-46.0
388,2018-02-14 11:17:04,-37924.0
390,2018-02-14 11:21:23,495.0
392,2018-02-14 11:23:44,-2796.0
393,2018-02-14 11:25:38,-55072.0
395,2018-02-14 11:27:35,53891.0
401,2018-02-14 11:36:53,-14721.0
411,2018-02-14 11:54:09,14677.0
418,2018-02-14 11:59:47,-31219.0
423,2018-02-14 12:05:22,2103.0
433,2018-02-14 12:11:12,-7111.0
436,2018-02-14 12:13:27,-8627.0
448,2018-02-14 12:23:14,-36186.0
453,2018-02-14 12:26:49,32363.0
455,2018-02-14 12:28:17,1707.0
467,2018-02-14 12:59:04,6522.0
468,2018-02-14 13:00:08,-98822.0
469,2018-02-14 13:00:47,98951.0
472,2018-02-14 13:07:29,38730.0
474,2018-02-14 13:14:06,-431.0
476,2018-02-14 13:16:57,3846.0
482,2018-02-14 13:25:47,23498.0
485,2018-02-14 13:35:11,-1733.0
500,2018-02-14 13:48:30,2647.0
502,2018-02-14 13:51:19,29.0
504,2018-02-14 13:54:42,5600.0
506,2018-02-14 13:58:35,86.0
516,2018-02-14 14:05:43,1961.0
519,2018-02-14 14:07:38,1504.0
525,2018-02-14 14:19:36,7495.0
530,2018-02-14 14:25:11,780.0
535,2018-02-14 14:28:33,4020.0
538,2018-02-14 14:37:21,21818.0
540,2018-02-14 14:43:42,727.0
548,2018-02-14 14:55:58,33237.0
549,2018-02-14 14:58:53,-75293.0
560,2018-02-14 15:30:20,104626.0
581,2018-02-14 16:10:31,-47021.0
597,2018-02-14 16:34:36,85371.0
607,2018-02-14 16:38:07,-5777.0
626,2018-02-14 17:56:14,30108.0
631,2018-02-14 18:06:30,9434.0
644,2018-02-14 18:33:41,3462.0
650,2018-02-14 18:43:53,17118.0
660,2018-02-14 19:02:30,-22739.0
667,2018-02-14 19:23:48,53404.0
699,2018-02-14 20:45:38,135406.0
715,2018-02-14 20:47:02,-295.0
718,2018-02-14 20:51:26,211.0
729,2018-02-14 20:57:04,12769.0
738,2018-02-14 21:08:04,20965.0
741,2018-02-14 21:08:30,1528.0
748,2018-02-14 21:12:54,266983.0
750,2018-02-14 21:13:12,1442.0
752,2018-02-14 21:14:05,781.0
765,2018-02-14 21:17:31,48630.0
766,2018-02-14 21:18:21,-11429.0
767,2018-02-14 21:18:47,11388.0
774,2018-02-14 21:25:29,106986.0
775,2018-02-14 21:25:50,-53117.0
779,2018-02-14 21:27:01,28430.0
790,2018-02-14 21:30:51,7799.0
794,2018-02-14 21:35:22,7604.0
810,2018-02-14 22:00:25,73796.0
822,2018-02-14 22:14:51,116402.0
825,2018-02-14 22:16:19,320.0
828,2018-02-14 22:21:30,63179.0
831,2018-02-14 22:22:54,-9454.0
834,2018-02-14 22:26:13,-1377.0
838,2018-02-14 22:29:26,-3906.0
840,2018-02-14 22:31:19,21000.0
850,2018-02-14 22:37:36,-94991.0
851,2018-02-14 22:37:36,77738.0
856,2018-02-14 22:40:32,18216.0
861,2018-02-14 22:56:09,68095.0
869,2018-02-14 23:03:17,33651.0
874,2018-02-14 23:11:35,-6846.0
879,2018-02-14 23:14:06,-16641.0
881,2018-02-14 23:16:50,-28067.0
882,2018-02-14 23:17:30,26055.0
888,2018-02-14 23:25:29,17817.0
890,2018-02-14 23:26:03,216.0
895,2018-02-14 23:29:11,-807.0
906,2018-02-14 23:34:38,41859.0
910,2018-02-14 23:40:45,19972.0
916,2018-02-14 23:41:44,-5728.0
919,2018-02-14 23:43:03,-2257.0
940,2018-02-15 00:16:34,4129.0
945,2018-02-15 00:20:48,-13252.0
955,2018-02-15 00:30:11,3990.0
969,2018-02-15 00:56:48,13985.0
975,2018-02-15 01:04:38,-36631.0
978,2018-02-15 01:05:34,-553.0
981,2018-02-15 01:06:59,-4370.0
982,2018-02-15 01:07:33,-15699.0
990,2018-02-15 01:10:50,28030.0
995,2018-02-15 01:17:45,6660.0
1001,2018-02-15 01:23:02,-7957.0
1008,2018-02-15 01:27:40,-10283.0
1017,2018-02-15 01:30:21,5439.0
1029,2018-02-15 01:44:50,-50662.0
1038,2018-02-15 01:49:45,51260.0
1043,2018-02-15 02:02:20,15912.0
1044,2018-02-15 02:11:30,-93294.0
1069,2018-02-15 02:36:35,178480.0
1074,2018-02-15 02:45:35,28700.0
1076,2018-02-15 02:52:33,1815.0
1094,2018-02-15 03:07:56,29395.0
1097,2018-02-15 03:13:48,3047.0
1100,2018-02-15 03:15:57,-568.0
1104,2018-02-15 03:33:20,-62231.0
1107,2018-02-15 03:42:54,-24783.0
1123,2018-02-15 04:07:07,35758.0
1134,2018-02-15 04:13:51,-15535.0
1136,2018-02-15 04:18:16,516.0
1137,2018-02-15 04:20:54,-61884.0
1142,2018-02-15 04:21:43,60299.0
1147,2018-02-15 04:45:38,-9359.0
1153,2018-02-15 05:02:35,-71665.0
1154,2018-02-15 05:05:49,-48194.0
1156,2018-02-15 05:07:49,48291.0
1171,2018-02-15 05:26:10,58810.0
1172,2018-02-15 05:28:38,-48471.0
1174,2018-02-15 05:29:26,48791.0
1184,2018-02-15 05:48:05,-15117.0
1218,2018-02-15 06:30:16,-39384.0
1219,2018-02-15 06:37:36,-26694.0
1223,2018-02-15 06:40:04,32687.0
1231,2018-02-15 06:59:44,2312.0
1249,2018-02-15 07:28:26,22197.0
1250,2018-02-15 07:29:09,-35959.0
1251,2018-02-15 07:30:08,35980.0
1252,2018-02-15 07:31:14,-10302.0
1253,2018-02-15 07:31:24,10301.0
1254,2018-02-15 07:32:35,-37199.0
1255,2018-02-15 07:33:37,10347.0
1256,2018-02-15 07:34:32,26954.0
1264,2018-02-15 07:39:30,22035.0
1269,2018-02-15 07:46:25,13738.0
1272,2018-02-15 07:52:37,593.0
1278,2018-02-15 08:05:27,92766.0
1284,2018-02-15 08:11:07,9668.0
1286,2018-02-15 08:12:12,0.0
1295,2018-02-15 08:17:59,-3974.0
1299,2018-02-15 08:21:16,-10133.0
1300,2018-02-15 08:21:31,-1042.0
1303,2018-02-15 08:32:01,73042.0
1310,2018-02-15 08:42:00,34693.0
1324,2018-02-15 09:12:01,5193.0
1329,2018-02-15 09:15:58,22214.0
1337,2018-02-15 09:19:59,45075.0
1351,2018-02-15 09:29:06,64128.0
1361,2018-02-15 09:36:39,27203.0
1371,2018-02-15 09:49:33,-50872.0
1372,2018-02-15 09:51:07,-11580.0
1374,2018-02-15 09:52:33,11983.0
1382,2018-02-15 09:56:28,-46695.0
1383,2018-02-15 09:56:40,1053.0
1384,2018-02-15 09:56:45,44171.0
1400,2018-02-15 10:08:03,13287.0
1406,2018-02-15 10:17:15,6349.0
1407,2018-02-15 10:19:50,-99311.0
1416,2018-02-15 10:26:52,105858.0
1427,2018-02-15 10:37:20,-10560.0
