,timestamp,point_amount_cumsum
23,2018-04-01 00:24:41,-38857.0
44,2018-04-01 00:46:09,147382.0
53,2018-04-01 00:59:44,16366.0
54,2018-04-01 00:59:51,-35682.0
156,2018-04-01 07:53:19,-5367.0
775,2018-04-02 09:38:53,966747.0
876,2018-04-02 13:03:22,195710.0
877,2018-04-02 13:04:55,35899.0
998,2018-04-02 17:45:09,-22378.0
999,2018-04-02 17:45:16,1533.0
1000,2018-04-02 17:45:30,766.0
1171,2018-04-02 22:13:37,180997.0
1172,2018-04-02 22:13:37,-28435.0
1173,2018-04-02 22:14:48,-35402.0
1297,2018-04-03 04:37:46,384991.0
1521,2018-04-03 12:45:48,260894.0
1547,2018-04-03 13:04:32,-53713.0
1657,2018-04-03 15:25:46,368875.0
1713,2018-04-03 17:29:25,226240.0
1769,2018-04-03 18:50:50,-111512.0
1770,2018-04-03 18:50:50,9618.0
1953,2018-04-03 22:26:21,160647.0
2183,2018-04-04 03:58:59,217292.0
2194,2018-04-04 04:52:26,-63840.0
2221,2018-04-04 05:24:26,12447.0
2234,2018-04-04 05:34:11,-30877.0
2236,2018-04-04 05:34:49,-71353.0
2456,2018-04-04 10:22:29,384600.0
2484,2018-04-04 10:33:18,-109231.0
3018,2018-04-04 19:49:36,532574.0
3096,2018-04-04 21:02:25,-42734.0
3190,2018-04-04 23:10:43,137826.0
3235,2018-04-04 23:38:56,-51522.0
3236,2018-04-04 23:39:01,-758.0
3327,2018-04-05 02:24:49,86264.0
3339,2018-04-05 03:08:13,116686.0
3402,2018-04-05 05:16:06,152528.0
3530,2018-04-05 09:01:11,244332.0
3725,2018-04-05 12:43:47,-108130.0
3784,2018-04-05 13:55:25,667164.0
3963,2018-04-05 16:07:56,108305.0
4006,2018-04-05 16:39:38,16868.0
4068,2018-04-05 17:20:45,56786.0
4217,2018-04-05 21:13:51,-19939.0
4257,2018-04-05 22:10:46,86121.0
4362,2018-04-06 00:00:40,125410.0
4363,2018-04-06 00:01:01,37040.0
4364,2018-04-06 00:01:02,51856.0
4365,2018-04-06 00:01:02,37040.0
4417,2018-04-06 01:15:36,102929.0
4419,2018-04-06 01:17:10,731.0
4506,2018-04-06 05:41:13,40647.0
4637,2018-04-06 10:47:20,63387.0
4643,2018-04-06 11:00:24,40671.0
4768,2018-04-06 15:06:40,27997.0
4909,2018-04-06 17:37:28,189257.0
5098,2018-04-06 22:53:06,-15181.0
5241,2018-04-07 07:59:50,123812.0
5373,2018-04-07 12:35:40,553906.0
5405,2018-04-07 14:52:08,69902.0
5441,2018-04-07 16:06:27,-71132.0
5636,2018-04-07 22:50:30,199608.0
5849,2018-04-08 09:00:19,204743.0
5863,2018-04-08 10:07:01,77427.0
5968,2018-04-08 13:32:13,14163.0
6116,2018-04-08 17:54:04,155502.0
6195,2018-04-08 19:21:44,-32243.0
6205,2018-04-08 19:25:31,-106242.0
6216,2018-04-08 19:55:36,49340.0
6259,2018-04-08 20:58:43,5979.0
6273,2018-04-08 21:12:54,17184.0
6322,2018-04-08 22:23:41,-15115.0
6392,2018-04-09 00:16:51,38792.0
6416,2018-04-09 00:48:17,-11750.0
6422,2018-04-09 01:03:24,8070.0
6433,2018-04-09 01:05:41,102517.0
6557,2018-04-09 06:44:08,112044.0
6609,2018-04-09 08:25:08,7736.0
6610,2018-04-09 08:26:06,-4560.0
6840,2018-04-09 11:03:40,13204.0
6934,2018-04-09 12:21:16,-3498.0
6954,2018-04-09 12:55:16,-4191.0
7196,2018-04-09 17:20:40,28849.0
7303,2018-04-09 18:28:01,-202050.0
7347,2018-04-09 19:00:01,46466.0
7367,2018-04-09 19:06:56,-2859.0
7449,2018-04-09 19:36:16,-235089.0
8002,2018-04-10 08:23:19,308510.0
8034,2018-04-10 08:54:31,3760.0
8267,2018-04-10 14:13:43,3341.0
8561,2018-04-10 20:05:43,104480.0
8645,2018-04-10 23:00:53,4302.0
8989,2018-04-11 12:01:44,188404.0
9006,2018-04-11 12:38:33,69958.0
9018,2018-04-11 12:57:23,-146884.0
9099,2018-04-11 15:37:06,51627.0
9184,2018-04-11 17:24:27,-23452.0
9267,2018-04-11 19:51:08,21089.0
9268,2018-04-11 19:51:11,-36875.0
9386,2018-04-11 23:17:27,119217.0
9387,2018-04-11 23:17:34,745.0
9388,2018-04-11 23:17:50,745.0
9396,2018-04-11 23:21:41,14189.0
9414,2018-04-11 23:39:50,-64239.0
9600,2018-04-12 04:14:42,233737.0
9734,2018-04-12 07:38:51,-36508.0
9800,2018-04-12 08:39:55,131821.0
9818,2018-04-12 08:54:29,-107734.0
9849,2018-04-12 09:08:45,48568.0
9881,2018-04-12 09:46:12,53420.0
9982,2018-04-12 11:54:21,-110868.0
9990,2018-04-12 12:21:55,44431.0
10131,2018-04-12 14:46:57,-26012.0
10235,2018-04-12 16:11:04,10894.0
10331,2018-04-12 18:24:09,155595.0
10374,2018-04-12 18:46:16,-69747.0
10632,2018-04-12 20:48:24,816910.0
10648,2018-04-12 20:51:49,3656.0
10778,2018-04-12 21:29:22,99958.0
10786,2018-04-12 21:30:44,-57227.0
10899,2018-04-12 22:43:55,225204.0
10905,2018-04-12 22:46:45,-122429.0
10988,2018-04-12 23:13:57,-11167.0
11056,2018-04-13 00:04:28,-137786.0
11253,2018-04-13 03:39:08,57003.0
11343,2018-04-13 06:21:29,17018.0
11581,2018-04-13 08:38:19,22456.0
11903,2018-04-13 12:07:11,227162.0
12417,2018-04-13 23:40:28,555398.0
12487,2018-04-14 01:31:31,-101858.0
12991,2018-04-14 21:29:24,288854.0
13047,2018-04-14 22:34:18,301371.0
13376,2018-04-15 10:27:32,523434.0
13423,2018-04-15 11:35:19,50365.0
13671,2018-04-15 22:27:36,553954.0
13716,2018-04-16 00:18:16,-19779.0
13751,2018-04-16 01:36:55,209781.0
13815,2018-04-16 06:49:52,-41988.0
13825,2018-04-16 07:23:00,65951.0
13861,2018-04-16 08:54:38,-80897.0
13885,2018-04-16 09:38:01,167467.0
14212,2018-04-16 15:43:18,250647.0
14335,2018-04-16 21:40:45,315191.0
14574,2018-04-17 07:27:21,419443.0
14575,2018-04-17 07:32:49,132.0
14640,2018-04-17 09:31:43,43098.0
14693,2018-04-17 11:08:03,-7471.0
15030,2018-04-17 21:58:34,288326.0
15125,2018-04-18 01:16:25,-928.0
15134,2018-04-18 01:34:43,-6989.0
15628,2018-04-18 15:57:27,217737.0
15831,2018-04-18 23:01:43,173424.0
15853,2018-04-18 23:59:33,4587.0
15947,2018-04-19 02:11:22,23652.0
16107,2018-04-19 07:05:38,138336.0
16647,2018-04-20 00:03:45,606019.0
16737,2018-04-20 01:59:13,129674.0
16791,2018-04-20 06:38:29,23000.0
16816,2018-04-20 06:53:51,84558.0
