timestamp_year_month_day,point_amount_cumsum
2018-07-04,22382.0
2018-07-05,552316.0
2018-07-07,444104.0
2018-07-10,117097.0
2018-07-11,-875046.0
2018-07-13,-518798.0
2018-07-14,-33260.0
2018-07-15,132662.0
