timestamp_year_month_day,point_amount_cumsum
2018-03-08,1442652.0
2018-03-09,1384204.0
2018-03-10,1515430.0
2018-03-11,207335.0
2018-03-12,1908150.0
2018-03-13,942132.0
2018-03-14,-26899.0
2018-03-15,2274415.0
2018-03-16,1766261.0
2018-03-17,575679.0
2018-03-18,454804.0
2018-03-19,4881213.0
2018-03-20,2590132.0
2018-03-21,2072710.0
2018-03-22,666984.0
