timestamp_year_month_day,point_amount_cumsum
2018-03-23,851939.0
2018-03-24,1211027.0
2018-03-25,645748.0
2018-03-26,-371580.0
2018-03-27,948414.0
2018-03-28,760582.0
2018-03-29,181079.0
2018-03-30,2461633.0
2018-03-31,1085527.0
