timestamp_year_month_day,point_amount_cumsum
2018-02-14,1560315.0
2018-02-15,1476057.0
2018-02-16,1399283.0
2018-02-17,1432140.0
2018-02-18,1128401.0
2018-02-19,738823.0
2018-02-20,1998820.0
2018-02-21,930171.0
2018-02-22,974781.0
2018-02-23,2225587.0
2018-02-24,1013740.0
2018-02-25,570258.0
2018-02-26,1527497.0
2018-02-27,1898874.0
2018-02-28,1182698.0
