,timestamp,point_amount_cumsum
1,2018-07-03 12:45:24,65000.0
9,2018-07-03 12:49:07,15000.0
13,2018-07-03 12:59:50,-10001.0
21,2018-07-03 13:00:39,-8845.0
23,2018-07-03 13:12:43,-15000.0
27,2018-07-03 13:40:29,7543.0
31,2018-07-03 13:42:49,-5000.0
33,2018-07-03 13:46:12,-10000.0
35,2018-07-03 14:23:37,35000.0
38,2018-07-03 14:50:22,-1057.0
43,2018-07-03 16:07:41,2615.0
46,2018-07-03 16:22:54,-15000.0
48,2018-07-03 16:53:41,1924.0
50,2018-07-03 18:27:29,-9000.0
52,2018-07-03 19:11:34,9659.0
55,2018-07-03 19:16:33,19910.0
57,2018-07-03 19:34:45,-8033.0
61,2018-07-03 19:39:44,-5000.0
64,2018-07-03 20:10:29,-10000.0
67,2018-07-03 20:29:12,13129.0
71,2018-07-03 22:06:06,-15000.0
74,2018-07-03 22:45:06,7823.0
76,2018-07-03 22:48:37,30000.0
81,2018-07-03 23:05:04,-2086.0
85,2018-07-03 23:16:30,-15000.0
87,2018-07-03 23:26:09,0.0
98,2018-07-04 00:22:52,7297.0
100,2018-07-04 01:05:47,0.0
107,2018-07-04 02:06:08,-31682.0
109,2018-07-04 02:09:47,-113.0
111,2018-07-04 03:20:39,-15000.0
113,2018-07-04 03:57:00,3679.0
117,2018-07-04 04:42:57,71174.0
121,2018-07-04 04:50:08,10000.0
125,2018-07-04 05:02:42,98.0
128,2018-07-04 05:11:10,60.0
133,2018-07-04 06:36:43,-25673.0
136,2018-07-04 06:57:54,-219.0
140,2018-07-04 07:39:48,-13064.0
154,2018-07-04 08:02:49,-12627.0
156,2018-07-04 08:07:35,-291.0
159,2018-07-04 08:20:33,1056.0
161,2018-07-04 09:07:28,-586.0
166,2018-07-04 09:42:48,-2543.0
170,2018-07-04 10:04:12,-8094.0
174,2018-07-04 10:10:03,8917.0
181,2018-07-04 10:37:45,59901.0
188,2018-07-04 11:37:25,-5724.0
191,2018-07-04 13:22:33,629.0
200,2018-07-04 15:47:25,-1860.0
203,2018-07-04 16:03:33,-63.0
209,2018-07-04 17:13:22,20257.0
218,2018-07-04 17:28:42,-39861.0
229,2018-07-04 19:09:28,627.0
232,2018-07-04 21:15:00,31216.0
234,2018-07-04 21:56:16,240.0
245,2018-07-04 22:17:56,106660.0
248,2018-07-04 22:21:37,-10000.0
252,2018-07-04 22:28:44,29907.0
256,2018-07-04 23:06:15,5000.0
259,2018-07-04 23:26:52,-20000.0
261,2018-07-04 23:58:38,20000.0
263,2018-07-05 00:12:09,-443.0
266,2018-07-05 00:40:27,-8079.0
273,2018-07-05 02:39:48,10398.0
