,timestamp,quantity,price,fee,amount,side,sign_quantity,sign_quantity_cumsum(coin),amount_cumsum,compare,point_amount_cumsum
8828,2018-02-21 10:37:30,0.1726,13400000,0.0,2312840,1,0.1726,-3.3e-06,9579099,9577771.0,1328.0
8968,2018-02-21 12:13:33,0.0066,13366000,0.0,88216,1,0.0066,4.77e-06,9702561,9579099.0,123462.0
8975,2018-02-21 12:27:45,0.3471,13320000,0.0,4623372,1,0.3471,4.6e-06,9654123,9702561.0,-48438.0
8977,2018-02-21 12:32:26,0.7655,13271000,0.0,10158951,1,0.7655,4.6e-06,9627331,9654123.0,-26792.0
8981,2018-02-21 12:34:00,0.6753,13269000,0.0,8960556,1,0.6753,4.6e-06,9632855,9627331.0,5524.0
8988,2018-02-21 12:35:04,0.6086,13242000,0.0,8059081,1,0.6086,4.6e-06,9619955,9632855.0,-12900.0
9039,2018-02-21 13:05:44,0.1376,13006000,0.0,1789626,1,0.1376,1.43e-06,9445911,9619955.0,-174044.0
9042,2018-02-21 13:06:11,0.0066,13050000,0.0,86130,1,0.0066,1.43e-06,9446120,9445911.0,209.0
9048,2018-02-21 13:10:54,1.3136,13034000,0.0,17121462,1,1.3136,3.76e-06,9510362,9446120.0,64242.0
9050,2018-02-21 13:11:24,1.1159999999999999,13037000,0.0,14549292,1,1.1159999999999999,3.76e-06,9513710,9510362.0,3348.0
9054,2018-02-21 13:13:38,1.367,13000000,0.0,17771000,1,1.367,3.76e-06,9483238,9513710.0,-30472.0
9057,2018-02-21 13:16:21,0.1674,12901000,0.0,2159627,1,0.1674,3.76e-06,9481548,9483238.0,-1690.0
9068,2018-02-21 13:20:27,0.0975,12977000,0.0,1265258,1,0.0975,3.76e-06,9660530,9481548.0,178982.0
9070,2018-02-21 13:21:08,0.0712,13044000,0.0,928733,1,0.0712,3.76e-06,9663734,9660530.0,3204.0
9076,2018-02-21 13:22:43,1.3767,12968000,0.0,17853046,1,1.3767,3.76e-06,9581071,9663734.0,-82663.0
9086,2018-02-21 13:28:20,0.8566,13000000,0.0,11135800,1,0.8566,3.76e-06,9597178,9581071.0,16107.0
9136,2018-02-21 13:50:51,0.4819,12849000,0.0,6191933,1,0.4819,9.83e-06,9420578,9597178.0,-176600.0
9140,2018-02-21 13:52:45,1.5,12924000,0.0,19386000,1,1.5,9.83e-06,9553578,9420578.0,133000.0
9227,2018-02-21 14:37:21,0.5927,12846000,0.0,7613824,1,0.5927,-6.8e-06,9509025,9553578.0,-44553.0
9229,2018-02-21 14:38:04,0.0183,12818000,0.0,234569,1,0.0183,-6.8e-06,9508878,9509025.0,-147.0
9246,2018-02-21 14:49:51,1.5,12941000,0.0,19411500,1,1.5,8.1e-06,9664908,9508878.0,156030.0
9253,2018-02-21 14:52:20,0.0385,12915000,0.0,497228,1,0.0385,8.1e-06,9694905,9664908.0,29997.0
9277,2018-02-21 15:10:20,0.3193,12890000,0.0,4115777,1,0.3193,3.93e-06,9621653,9694905.0,-73252.0
9286,2018-02-21 15:24:41,1.18853923,13079000,0.0,15544905,1,1.18853923,-1.3e-06,9878608,9621653.0,256955.0
9292,2018-02-21 15:29:28,0.1815,13024000,0.0,2363856,1,0.1815,-1.3e-06,9811516,9878608.0,-67092.0
9294,2018-02-21 15:30:09,0.2401,13022000,0.0,3126582,1,0.2401,-1.3e-06,9811756,9811516.0,240.0
9303,2018-02-21 15:33:08,0.1855,13035000,0.0,2417993,1,0.1855,-1.3e-06,9819624,9811756.0,7868.0
9309,2018-02-21 15:36:27,0.9501,13000000,0.0,12351300,1,0.9501,-1.3e-06,9770373,9819624.0,-49251.0
9323,2018-02-21 15:55:44,0.1479,13173000,0.0,1948287,1,0.1479,-1.3e-06,10017756,9770373.0,247383.0
9325,2018-02-21 15:57:07,0.0195,13227000,0.0,257927,1,0.0195,-1.3e-06,10018068,10017756.0,312.0
9332,2018-02-21 15:59:12,0.1285,13270000,0.0,1705195,1,0.1285,-1.3e-06,10082568,10018068.0,64500.0
9338,2018-02-21 15:59:56,0.077,13230000,0.0,1018710,1,0.077,-1.3e-06,10063739,10082568.0,-18829.0
9461,2018-02-21 17:06:48,0.3754,13230000,0.0,4966542,1,0.3754,-7.3e-06,10216816,10063739.0,153077.0
9463,2018-02-21 17:09:05,1.2212,13200000,0.0,16119840,1,1.2212,-7.3e-06,10209489,10216816.0,-7327.0
9466,2018-02-21 17:10:52,1.5,13236000,0.0,19854000,1,1.5,-7.3e-06,10246989,10209489.0,37500.0
9468,2018-02-21 17:12:39,0.1152,13254000,0.0,1526861,1,0.1152,-7.3e-06,10250215,10246989.0,3226.0
9473,2018-02-21 17:14:19,1.3873,13283000,0.0,18427506,1,1.3873,-7.3e-06,10271698,10250215.0,21483.0
9475,2018-02-21 17:15:08,0.1933,13268000,0.0,2564704,1,0.1933,-7.3e-06,10270151,10271698.0,-1547.0
9482,2018-02-21 17:18:47,0.3648,13272000,0.0,4841626,1,0.3648,-7.3e-06,10301864,10270151.0,31713.0
9498,2018-02-21 17:37:39,0.0123,13128000,0.0,161474,1,0.0123,-7.3e-06,10172907,10301864.0,-128957.0
9511,2018-02-21 17:38:52,0.0355,13100000,0.0,465050,1,0.0355,-7.3e-06,10161049,10172907.0,-11858.0
9517,2018-02-21 17:45:28,0.9385,13130000,0.0,12322505,1,0.9385,-7.3e-06,10189678,10161049.0,28629.0
9616,2018-02-21 19:07:16,0.1011,13260000,0.0,1340586,1,0.1011,-8.4e-06,10496547,10189678.0,306869.0
9618,2018-02-21 19:07:40,0.02,13267000,0.0,265340,1,0.02,-8.4e-06,10496787,10496547.0,240.0
9624,2018-02-21 19:09:47,0.0761,13248000,0.0,1008173,1,0.0761,-8.4e-06,10495434,10496787.0,-1353.0
9626,2018-02-21 19:10:44,0.0401,13230000,0.0,530523,1,0.0401,-8.4e-06,10495314,10495434.0,-120.0
9667,2018-02-21 19:30:51,0.8623,13168000,0.0,11354766,1,0.8623,-4.05e-06,10514006,10495314.0,18692.0
9678,2018-02-21 19:42:42,0.3594,13142000,0.0,4723235,1,0.3594,-4.05e-06,10490493,10514006.0,-23513.0
9680,2018-02-21 19:45:15,0.3784,13141000,0.0,4972554,1,0.3784,-4.05e-06,10499953,10490493.0,9460.0
9686,2018-02-21 19:47:41,0.6679,13138000,0.0,8774870,1,0.6679,-4.05e-06,10495399,10499953.0,-4554.0
9690,2018-02-21 19:48:45,0.2492,13164000,0.0,3280469,1,0.2492,-4.05e-06,10505142,10495399.0,9743.0
9692,2018-02-21 19:52:11,0.0461,13148000,0.0,606123,1,0.0461,-4.05e-06,10504819,10505142.0,-323.0
9811,2018-02-21 22:18:35,0.0071,13246000,0.0,94047,1,0.0071,-3.34e-06,10577217,10504819.0,72398.0
9818,2018-02-21 22:22:07,1.5,13145000,0.0,19717500,1,1.5,-3.34e-06,10513404,10577217.0,-63813.0
9822,2018-02-21 22:23:07,0.2972,13146000,0.0,3906991,1,0.2972,-3.34e-06,10510738,10513404.0,-2666.0
9828,2018-02-21 22:23:35,1.5,13150000,0.0,19725000,1,1.5,-3.34e-06,10510381,10510738.0,-357.0
9833,2018-02-21 22:24:14,0.785,13135000,0.0,10310975,1,0.785,-3.34e-06,10495542,10510381.0,-14839.0
9835,2018-02-21 22:25:17,0.1401,13125000,0.0,1838813,1,0.1401,-3.34e-06,10496663,10495542.0,1121.0
9837,2018-02-21 22:26:31,1.5,13135000,0.0,19702500,1,1.5,-3.34e-06,10511663,10496663.0,15000.0
9843,2018-02-21 22:31:09,0.0424,13123000,0.0,556415,1,0.0424,-3.34e-06,10513248,10511663.0,1585.0
9845,2018-02-21 22:33:39,0.0077,13120000,0.0,101024,1,0.0077,-3.34e-06,10513325,10513248.0,77.0
9847,2018-02-21 22:35:39,0.11,13110000,0.0,1442100,1,0.11,-3.34e-06,10516405,10513325.0,3080.0
9854,2018-02-21 22:40:26,0.9931,13100000,0.0,13009610,1,0.9931,-3.34e-06,10508995,10516405.0,-7410.0
9857,2018-02-21 22:43:26,0.0453,13091000,0.0,593022,1,0.0453,-3.34e-06,10509190,10508995.0,195.0
9867,2018-02-21 22:48:21,0.3446,13080000,0.0,4507368,1,0.3446,-3.34e-06,10497602,10509190.0,-11588.0
9869,2018-02-21 22:49:31,0.9922,13060000,0.0,12958132,1,0.9922,-3.34e-06,10494625,10497602.0,-2977.0
9872,2018-02-21 22:54:33,1.5,12996000,0.0,19494000,1,1.5,-3.34e-06,10488618,10494625.0,-6007.0
9877,2018-02-21 22:56:57,1.2064,12927000,0.0,15595133,1,1.2064,-3.34e-06,10442682,10488618.0,-45936.0
9884,2018-02-21 23:00:53,0.8934,12938000,0.0,11558809,1,0.8934,-3.34e-06,10499270,10442682.0,56588.0
9954,2018-02-21 23:46:25,0.1811,12838000,0.0,2324962,1,0.1811,2e-07,10636203,10499270.0,136933.0
9990,2018-02-22 00:01:28,0.0969,12944000,0.0,1254274,1,0.0969,9.95e-06,10733269,10636203.0,97066.0
9994,2018-02-22 00:04:13,1.4782,12849000,0.0,18993392,1,1.4782,9.95e-06,10639990,10733269.0,-93279.0
10359,2018-02-22 05:25:56,0.1557,12560000,0.0,1955592,1,0.1557,-8.1e-06,10583148,10639990.0,-56842.0
10365,2018-02-22 05:29:05,0.4018,12536000,0.0,5036965,1,0.4018,-8.1e-06,10552105,10583148.0,-31043.0
10368,2018-02-22 05:35:47,1.2349,12549000,0.0,15496760,1,1.2349,-8.1e-06,10565689,10552105.0,13584.0
10376,2018-02-22 05:42:05,0.8931,12520000,0.0,11181612,1,0.8931,-4.1e-06,10557453,10565689.0,-8236.0
10702,2018-02-22 09:25:35,0.3659,12673000,0.0,4637051,1,0.3659,-6.4e-06,11186297,10557453.0,628844.0
10747,2018-02-22 09:53:06,0.5242,12749000,0.0,6683026,1,0.5242,7.03e-06,11352991,11186297.0,166694.0
10772,2018-02-22 09:57:56,0.2565,12762000,0.0,3273453,1,0.2565,7.03e-06,11355848,11352991.0,2857.0
10792,2018-02-22 10:12:39,0.0495,12823000,0.0,634739,1,0.0495,6.44e-06,11384678,11355848.0,28830.0
10796,2018-02-22 10:17:09,1.3581,12863000,0.0,17469240,1,1.3581,6.44e-06,11417797,11384678.0,33119.0
10798,2018-02-22 10:19:39,0.0129,12860000,0.0,165894,1,0.0129,6.44e-06,11417681,11417797.0,-116.0
10803,2018-02-22 10:26:58,0.8223,12842000,0.0,10559977,1,0.8223,6.44e-06,11406108,11417681.0,-11573.0
10806,2018-02-22 10:28:31,0.0297,12829000,0.0,381021,1,0.0297,6.44e-06,11405870,11406108.0,-238.0
10818,2018-02-22 10:35:22,0.0324,12845000,0.0,416178,1,0.0324,6.44e-06,11433847,11405870.0,27977.0
10980,2018-02-22 13:03:03,0.7763,12797000,0.0,9934311,1,0.7763,-5.9e-06,11350101,11433847.0,-83746.0
10983,2018-02-22 13:06:12,1.5,12776000,0.0,19164000,1,1.5,-5.9e-06,11335358,11350101.0,-14743.0
11087,2018-02-22 14:25:55,0.0591,12860000,0.0,760026,1,0.0591,8.64e-06,11554715,11335358.0,219357.0
11089,2018-02-22 14:28:49,0.0643,12874000,0.0,827798,1,0.0643,8.64e-06,11555551,11554715.0,836.0
11091,2018-02-22 14:30:45,0.0913,12860000,0.0,1174118,1,0.0913,8.64e-06,11557833,11555551.0,2282.0
11094,2018-02-22 14:31:06,0.1466,12859000,0.0,1885129,1,0.1466,8.64e-06,11559819,11557833.0,1986.0
11098,2018-02-22 14:35:00,0.493,12865000,0.0,6342445,1,0.493,8.64e-06,11581862,11559819.0,22043.0
11108,2018-02-22 14:38:59,1.0805,12836000,0.0,13869298,1,1.0805,5.9e-06,11600052,11581862.0,18190.0
11113,2018-02-22 14:44:29,1.1964,12812000,0.0,15328277,1,1.1964,5.9e-06,11600757,11600052.0,705.0
11118,2018-02-22 14:47:51,0.6056,12827000,0.0,7768031,1,0.6056,5.9e-06,11623787,11600757.0,23030.0
11122,2018-02-22 14:56:14,0.0749,12815000,0.0,959844,1,0.0749,5.9e-06,11623335,11623787.0,-452.0
11126,2018-02-22 15:00:05,0.1907,12813000,0.0,2443439,1,0.1907,5.9e-06,11624817,11623335.0,1482.0
11129,2018-02-22 15:12:17,0.3602,12796000,0.0,4609119,1,0.3602,5.9e-06,11621215,11624817.0,-3602.0
11133,2018-02-22 15:16:10,0.7406,12823000,0.0,9496714,1,0.7406,5.9e-06,11639280,11621215.0,18065.0
11142,2018-02-22 15:21:32,0.0159,12866000,0.0,204569,1,0.0159,5.9e-06,11646941,11639280.0,7661.0
11144,2018-02-22 15:23:24,1.399,12865000,0.0,17998135,1,1.399,5.9e-06,11669325,11646941.0,22384.0
11146,2018-02-22 15:25:08,0.2541,12869000,0.0,3270013,1,0.2541,5.9e-06,11672628,11669325.0,3303.0
11150,2018-02-22 15:25:48,0.1651,12864000,0.0,2123846,1,0.1651,5.9e-06,11674659,11672628.0,2031.0
11152,2018-02-22 15:27:33,0.0117,12868000,0.0,150556,1,0.0117,5.9e-06,11674730,11674659.0,71.0
11161,2018-02-22 15:34:19,1.2999,12865000,0.0,16723214,1,1.2999,5.9e-06,11645317,11674730.0,-29413.0
11163,2018-02-22 15:37:53,1.3524,12857000,0.0,17387807,1,1.3524,5.9e-06,11662898,11645317.0,17581.0
11165,2018-02-22 15:43:06,0.0198,12854000,0.0,254509,1,0.0198,5.9e-06,11662918,11662898.0,20.0
11167,2018-02-22 15:50:14,0.0311,12846000,0.0,399511,1,0.0311,5.9e-06,11663136,11662918.0,218.0
11169,2018-02-22 15:58:24,1.3194,12860000,0.0,16967484,1,1.3194,5.9e-06,11675011,11663136.0,11875.0
11175,2018-02-22 16:02:38,1.0963,12854000,0.0,14091840,1,1.0963,5.9e-06,11701260,11675011.0,26249.0
11177,2018-02-22 16:04:26,0.3185,12850000,0.0,4092725,1,0.3185,5.9e-06,11704445,11701260.0,3185.0
11180,2018-02-22 16:06:12,0.7759,12835000,0.0,9958677,1,0.7759,5.9e-06,11702395,11704445.0,-2050.0
11191,2018-02-22 16:09:49,0.7714,12777000,0.0,9856178,1,0.7714,5.9e-06,11658977,11702395.0,-43418.0
11203,2018-02-22 16:15:25,1.073,12740000,0.0,13670020,1,1.073,5.9e-06,11648359,11658977.0,-10618.0
11209,2018-02-22 16:19:16,0.1742,12713000,0.0,2214605,1,0.1742,5.9e-06,11636939,11648359.0,-11420.0
11211,2018-02-22 16:22:23,0.3308,12730000,0.0,4211084,1,0.3308,5.9e-06,11641239,11636939.0,4300.0
11213,2018-02-22 16:22:33,0.0393,12740000,0.0,500682,1,0.0393,5.9e-06,11642025,11641239.0,786.0
11227,2018-02-22 16:25:14,0.6507,12650000,0.0,8231355,1,0.6507,5.9e-06,11561595,11642025.0,-80430.0
11342,2018-02-22 17:48:47,0.0174,12270000,0.0,213498,1,0.0174,-7.5e-06,11456638,11561595.0,-104957.0
11500,2018-02-22 19:12:13,0.0779,11936000,0.0,929814,1,0.0779,2.44e-06,11141953,11456638.0,-314685.0
11514,2018-02-22 19:13:56,0.001,11900000,0.0,11900,1,0.001,2.44e-06,11111522,11141953.0,-30431.0
11645,2018-02-22 19:53:15,0.4483,11973000,0.0,5367496,1,0.4483,-9.83e-06,11241370,11111522.0,129848.0
11648,2018-02-22 19:55:38,1.2462,11985000,0.0,14935707,1,1.2462,-9.83e-06,11266802,11241370.0,25432.0
11654,2018-02-22 19:57:42,0.4205,12030000,0.0,5058615,1,0.4205,-9.83e-06,11289344,11266802.0,22542.0
11709,2018-02-22 20:30:46,1.3005,12119000,0.0,15760760,1,1.3005,9.36e-06,11531771,11289344.0,242427.0
11718,2018-02-22 20:45:14,1.1503,12126000,0.0,13948538,1,1.1503,9.36e-06,11494648,11531771.0,-37123.0
11722,2018-02-22 20:48:34,0.0973,12204000,0.0,1187449,1,0.0973,9.36e-06,11492122,11494648.0,-2526.0
11732,2018-02-22 20:57:11,1.5,12220000,0.0,18330000,1,1.5,-6.6e-07,11528075,11492122.0,35953.0
11734,2018-02-22 20:57:28,0.1736,12200000,0.0,2117920,1,0.1736,-6.6e-07,11527033,11528075.0,-1042.0
11736,2018-02-22 21:03:15,1.2307,12196000,0.0,15009617,1,1.2307,-6.6e-07,11550416,11527033.0,23383.0
11848,2018-02-22 22:02:24,0.0507,11912000,0.0,603938,1,0.0507,-2.3e-06,11613971,11550416.0,63555.0
11850,2018-02-22 22:02:40,0.5212,11930000,0.0,6217916,1,0.5212,-2.3e-06,11613971,11613971.0,0.0
11852,2018-02-22 22:03:38,0.0241,11926000,0.0,287417,1,0.0241,-2.3e-06,11613489,11613971.0,-482.0
11882,2018-02-22 22:14:17,0.0413,11871000,0.0,490272,1,0.0413,3.4e-06,11676581,11613489.0,63092.0
11967,2018-02-22 22:42:28,0.249,11799000,0.0,2937951,1,0.249,-5.6e-06,11748725,11676581.0,72144.0
11969,2018-02-22 22:43:30,0.0103,11794000,0.0,121478,1,0.0103,-5.6e-06,11748900,11748725.0,175.0
11981,2018-02-22 22:50:22,0.6524,11797000,0.0,7696363,1,0.6524,-5.6e-06,11749301,11748900.0,401.0
11983,2018-02-22 22:51:04,0.0308,11816000,0.0,363933,1,0.0308,-5.6e-06,11749763,11749301.0,462.0
12016,2018-02-22 23:12:47,0.3969,11916000,0.0,4729460,1,0.3969,7.9e-06,11860629,11749763.0,110866.0
12020,2018-02-22 23:15:08,0.5397,11951000,0.0,6449955,1,0.5397,7.9e-06,11869224,11860629.0,8595.0
12028,2018-02-22 23:17:52,0.0601,12040000,0.0,723604,1,0.0601,7.9e-06,11983560,11869224.0,114336.0
12033,2018-02-22 23:21:59,0.0348,11998000,0.0,417530,1,0.0348,7.9e-06,11936363,11983560.0,-47197.0
12048,2018-02-22 23:28:08,0.3442,11866000,0.0,4084277,1,0.3442,7.9e-06,11835076,11936363.0,-101287.0
12179,2018-02-23 00:42:24,1.072,11911000,0.0,12768592,1,1.072,5.6e-06,11829899,11835076.0,-5177.0
12182,2018-02-23 00:46:30,0.0247,11965000,0.0,295536,1,0.0247,5.6e-06,11830742,11829899.0,843.0
12229,2018-02-23 01:16:04,0.124,11974000,0.0,1484776,1,0.124,-3e-06,11890840,11830742.0,60098.0
12239,2018-02-23 01:20:16,0.8868,11965000,0.0,10610562,1,0.8868,-3e-06,11878591,11890840.0,-12249.0
12243,2018-02-23 01:24:08,0.0032,11983000,0.0,38346,1,0.0032,-3e-06,11880339,11878591.0,1748.0
12251,2018-02-23 01:37:25,1.1214,11975000,0.0,13428765,1,1.1214,-3e-06,11847281,11880339.0,-33058.0
12253,2018-02-23 01:39:02,0.0723,11988000,0.0,866732,1,0.0723,-3e-06,11849305,11847281.0,2024.0
12273,2018-02-23 01:55:34,0.3179,11918000,0.0,3788732,1,0.3179,-7.87e-06,11830781,11849305.0,-18524.0
12556,2018-02-23 07:27:29,1.0825,11981000,0.0,12969433,1,1.0825,-3.7e-06,12053562,11830781.0,222781.0
12563,2018-02-23 07:38:05,1.0465,11948000,0.0,12503582,1,1.0465,-3.7e-06,12036130,12053562.0,-17432.0
12713,2018-02-23 09:52:42,0.3084,11500000,0.0,3546600,1,0.3084,8.34e-06,11852837,12036130.0,-183293.0
12733,2018-02-23 10:09:18,0.1,11400000,0.0,1140000,1,0.1,8.34e-06,11775537,11852837.0,-77300.0
12916,2018-02-23 12:04:25,0.1514,11449000,0.0,1733379,1,0.1514,9.95e-06,12178706,11775537.0,403169.0
12918,2018-02-23 12:06:47,1.3554,11422000,0.0,15481379,1,1.3554,9.95e-06,12165152,12178706.0,-13554.0
12921,2018-02-23 12:07:33,0.21600000000000003,11428000,0.0,2468448,1,0.21600000000000003,9.95e-06,12165491,12165152.0,339.0
12926,2018-02-23 12:17:08,0.8713,11445000,0.0,9972029,1,0.8713,9.95e-06,12143405,12165491.0,-22086.0
12929,2018-02-23 12:18:20,1.5,11452000,0.0,17178000,1,1.5,9.95e-06,12170405,12143405.0,27000.0
12932,2018-02-23 12:29:47,0.575,11452000,0.0,6584900,1,0.575,9.95e-06,12172830,12170405.0,2425.0
12948,2018-02-23 12:56:04,1.0403,11475000,0.0,11937443,1,1.0403,-1.25e-06,12284685,12172830.0,111855.0
13001,2018-02-23 13:43:48,0.3271,11501000,0.0,3761977,1,0.3271,2.1e-06,12425239,12284685.0,140554.0
13004,2018-02-23 13:52:45,0.0828,11543000,0.0,955760,1,0.0828,2.1e-06,12426564,12425239.0,1325.0
13049,2018-02-23 14:55:11,0.1472,11588000,0.0,1705754,1,0.1472,9.8e-06,12497709,12426564.0,71145.0
13056,2018-02-23 15:00:04,0.6338,11589000,0.0,7345108,1,0.6338,9.8e-06,12524689,12497709.0,26980.0
13213,2018-02-23 18:43:53,0.2454,12080000,0.0,2964432,1,0.2454,-1.25e-06,13492554,12524689.0,967865.0
13221,2018-02-23 18:47:39,0.2242,12047000,0.0,2700937,1,0.2242,-1.25e-06,13436488,13492554.0,-56066.0
13223,2018-02-23 18:48:16,0.0795,12084000,0.0,960678,1,0.0795,-1.25e-06,13437203,13436488.0,715.0
13283,2018-02-23 19:44:13,0.8117,11818000,0.0,9592671,1,0.8117,9.83e-06,13326382,13437203.0,-110821.0
13368,2018-02-23 21:31:13,0.8353,11911000,0.0,9949258,1,0.8353,4.95e-06,13715366,13326382.0,388984.0
13378,2018-02-23 21:42:16,0.3819,11889000,0.0,4540409,1,0.3819,-8.1e-06,13668834,13715366.0,-46532.0
13381,2018-02-23 21:44:43,0.2088,11928000,0.0,2490566,1,0.2088,-8.1e-06,13673036,13668834.0,4202.0
13383,2018-02-23 21:49:38,0.1267,12001000,0.0,1520527,1,0.1267,-8.1e-06,13678611,13673036.0,5575.0
13387,2018-02-23 21:53:20,1.4594,12000000,0.0,17512800,1,1.4594,-8.1e-06,13691379,13678611.0,12768.0
13389,2018-02-23 21:55:18,0.6344,12004000,0.0,7615338,1,0.6344,-8.1e-06,13712315,13691379.0,20936.0
13482,2018-02-24 00:03:32,0.8717,12135000,0.0,10578080,1,0.8717,-7.9e-06,13895520,13712315.0,183205.0
13589,2018-02-24 02:14:11,0.2941,11970000,0.0,3520377,1,0.2941,-8.76e-06,13951328,13895520.0,55808.0
13593,2018-02-24 02:26:41,0.0675,11886000,0.0,802305,1,0.0675,-8.76e-06,13862386,13951328.0,-88942.0
13868,2018-02-24 11:07:24,0.0727,12265000,0.0,891666,1,0.0727,-5.25e-06,14583561,13862386.0,721175.0
13938,2018-02-24 14:40:16,0.0742,12281000,0.0,911250,1,0.0742,-3e-06,14741573,14583561.0,158012.0
13947,2018-02-24 15:04:55,1.0214,12309000,0.0,12572413,1,1.0214,-2.4e-06,14783188,14741573.0,41615.0
13953,2018-02-24 15:36:48,1.2599,12100000,0.0,15244790,1,1.2599,-2.4e-06,14540852,14783188.0,-242336.0
13959,2018-02-24 15:37:58,0.7497,12100000,0.0,9071370,1,0.7497,-2.4e-06,14565288,14540852.0,24436.0
13962,2018-02-24 15:40:26,0.7589,12001000,0.0,9107559,1,0.7589,-2.4e-06,14499300,14565288.0,-65988.0
13964,2018-02-24 15:41:22,0.6311,12095000,0.0,7633155,1,0.6311,-2.4e-06,14561779,14499300.0,62479.0
13970,2018-02-24 15:42:32,1.2699,12075000,0.0,15334043,1,1.2699,-2.4e-06,14543443,14561779.0,-18336.0
13992,2018-02-24 15:57:39,1.3049,12007000,0.0,15667934,1,1.3049,9.5e-07,14474436,14543443.0,-69007.0
13994,2018-02-24 16:01:32,0.35200000000000004,11972000,0.0,4214144,1,0.35200000000000004,9.5e-07,14471268,14474436.0,-3168.0
13999,2018-02-24 16:06:13,1.2898,11871000,0.0,15311216,1,1.2898,9.5e-07,14612650,14471268.0,141382.0
14004,2018-02-24 16:09:25,0.114,11690000,0.0,1332660,1,0.114,9.5e-07,14566503,14612650.0,-46147.0
14007,2018-02-24 16:11:21,0.3592,11737000,0.0,4215930,1,0.3592,9.5e-07,14565421,14566503.0,-1082.0
14010,2018-02-24 16:13:30,1.4641,11724000,0.0,17165108,1,1.4641,9.5e-07,14598062,14565421.0,32641.0
14016,2018-02-24 16:14:55,0.2976,11807000,0.0,3513763,1,0.2976,9.5e-07,14637879,14598062.0,39817.0
14018,2018-02-24 16:15:57,0.575,11844000,0.0,6810300,1,0.575,9.5e-07,14655704,14637879.0,17825.0
14024,2018-02-24 16:17:39,0.3902,11830000,0.0,4616066,1,0.3902,1.25e-06,14622300,14655704.0,-33404.0
14029,2018-02-24 16:21:14,0.9153,11852000,0.0,10848136,1,0.9153,1.25e-06,14715637,14622300.0,93337.0
14041,2018-02-24 16:26:21,1.5,11775000,0.0,17662500,1,1.5,1.25e-06,14692336,14715637.0,-23301.0
14048,2018-02-24 16:31:37,0.4763,11848000,0.0,5643202,1,0.4763,1.25e-06,14759762,14692336.0,67426.0
14394,2018-02-24 23:43:06,0.316,11475000,0.0,3626100,1,0.316,-4.5e-06,14878118,14759762.0,118356.0
14415,2018-02-25 00:52:18,0.9006,11532000,0.0,10385719,1,0.9006,-4.5e-06,14848982,14878118.0,-29136.0
14436,2018-02-25 01:12:56,0.1,11400000,0.0,1140000,1,0.1,-4.5e-06,14738946,14848982.0,-110036.0
14439,2018-02-25 01:13:45,0.0201,11436000,0.0,229864,1,0.0201,-4.5e-06,14749252,14738946.0,10306.0
14444,2018-02-25 01:20:42,0.2853,11440000,0.0,3263832,1,0.2853,-4.5e-06,14796919,14749252.0,47667.0
14607,2018-02-25 07:34:58,1.0874,11524000,0.0,12531198,1,1.0874,4.53e-06,14923230,14796919.0,126311.0
14609,2018-02-25 07:42:48,0.0039,11487000,0.0,44799,1,0.0039,4.53e-06,14923288,14923230.0,58.0
14616,2018-02-25 07:49:17,0.6408,11455000,0.0,7340364,1,0.6408,4.53e-06,14917531,14923288.0,-5757.0
14619,2018-02-25 07:50:58,0.1587,11485000,0.0,1822670,1,0.1587,4.53e-06,14920682,14917531.0,3151.0
14625,2018-02-25 08:01:56,0.2765,11450000,0.0,3165925,1,0.2765,4.53e-06,14951622,14920682.0,30940.0
14631,2018-02-25 08:10:12,1.4367,11465000,0.0,16471766,1,1.4367,4.53e-06,14976148,14951622.0,24526.0
14634,2018-02-25 08:18:45,0.08,11473000,0.0,917840,1,0.08,4.53e-06,14981508,14976148.0,5360.0
14644,2018-02-25 08:53:52,1.0496,11517000,0.0,12088243,1,1.0496,4.53e-06,15045227,14981508.0,63719.0
14651,2018-02-25 08:59:13,0.0382,11532000,0.0,440522,1,0.0382,4.53e-06,15065245,15045227.0,20018.0
14654,2018-02-25 09:03:49,0.1693,11471000,0.0,1942040,1,0.1693,4.53e-06,15064567,15065245.0,-678.0
14668,2018-02-25 09:10:39,0.892,11434000,0.0,10199128,1,0.892,4.53e-06,15072835,15064567.0,8268.0
14761,2018-02-25 12:32:52,0.644,11337000,0.0,7301028,1,0.644,-4.7e-06,15187311,15072835.0,114476.0
14763,2018-02-25 12:35:05,0.2226,11367000,0.0,2530294,1,0.2226,-4.7e-06,15194211,15187311.0,6900.0
14771,2018-02-25 12:37:27,0.30289524,11403000,0.0,3453914,1,0.30289524,-4.7e-06,15197537,15194211.0,3326.0
14775,2018-02-25 12:42:45,1.2502,11401000,0.0,14253530,1,1.2502,-4.7e-06,15228604,15197537.0,31067.0
14779,2018-02-25 12:48:19,0.9907,11364000,0.0,11258315,1,0.9907,-4.7e-06,15197300,15228604.0,-31304.0
14784,2018-02-25 13:01:47,0.8004,11348000,0.0,9082939,1,0.8004,-4.7e-06,15205256,15197300.0,7956.0
14808,2018-02-25 14:08:19,0.7759,11441000,0.0,8877072,1,0.7759,2.1e-06,15264773,15205256.0,59517.0
14970,2018-02-25 19:08:18,0.4724,11397000,0.0,5383943,1,0.4724,-8.7e-06,15335070,15264773.0,70297.0
