,timestamp,amount_cumsum
6,2018-05-01 01:08:09,-2818
30,2018-05-01 02:01:00,-8000
32,2018-05-01 02:30:41,-8042
37,2018-05-01 03:28:58,-2977
219,2018-05-01 11:26:36,-103149
370,2018-05-01 18:23:00,82776
372,2018-05-01 18:23:11,82824
374,2018-05-01 18:25:28,82920
376,2018-05-01 18:27:20,82940
381,2018-05-01 18:43:29,86008
386,2018-05-01 19:01:51,86125
546,2018-05-02 02:02:01,-8475
555,2018-05-02 02:41:28,10729
558,2018-05-02 02:53:23,10615
980,2018-05-03 08:21:50,121166
988,2018-05-03 09:11:31,138198
997,2018-05-03 09:59:49,137868
1000,2018-05-03 10:21:18,137032
1003,2018-05-03 10:33:05,141066
1007,2018-05-03 10:47:20,140888
1019,2018-05-03 10:54:11,126431
1137,2018-05-03 13:08:12,173695
1140,2018-05-03 13:09:26,172208
1154,2018-05-03 13:18:39,186563
1697,2018-05-04 06:35:19,737537
1746,2018-05-04 07:48:13,758822
1747,2018-05-04 07:53:32,758734
1749,2018-05-04 07:54:10,759148
1764,2018-05-04 08:06:14,819748
1776,2018-05-04 08:10:16,827034
1786,2018-05-04 08:17:24,790542
1828,2018-05-04 09:15:01,646878
2006,2018-05-04 15:15:13,730321
2009,2018-05-04 15:17:23,730284
2014,2018-05-04 15:20:36,729590
2020,2018-05-04 15:29:30,758955
2026,2018-05-04 15:31:34,731994
2029,2018-05-04 15:34:51,741019
2033,2018-05-04 15:36:55,737237
2037,2018-05-04 15:41:38,741680
2040,2018-05-04 15:47:44,741499
2049,2018-05-04 15:50:38,783642
2335,2018-05-04 21:51:21,962717
2343,2018-05-04 22:07:01,1099012
2574,2018-05-05 04:58:37,1248988
2577,2018-05-05 05:02:09,1252183
2582,2018-05-05 05:25:33,1242843
2587,2018-05-05 05:32:27,1242775
2686,2018-05-05 11:21:52,1324774
2691,2018-05-05 11:26:44,1333264
2698,2018-05-05 11:38:19,1319115
2877,2018-05-05 20:03:28,1335316
2899,2018-05-05 21:09:27,1268770
2937,2018-05-05 22:11:55,1400761
3082,2018-05-06 04:47:44,1530761
3088,2018-05-06 05:19:34,1509266
3476,2018-05-06 17:18:31,1606594
3480,2018-05-06 17:28:12,1617387
3510,2018-05-06 18:08:42,1618126
3522,2018-05-06 18:25:57,1653842
3539,2018-05-06 18:52:11,1688671
3541,2018-05-06 18:58:15,1688683
4501,2018-05-07 18:52:23,2645432
4938,2018-05-08 07:34:48,3308477
5028,2018-05-08 09:51:53,3372454
5038,2018-05-08 10:08:35,3440116
5049,2018-05-08 10:20:57,3443634
5062,2018-05-08 10:29:25,3452587
5064,2018-05-08 10:39:28,3452603
5085,2018-05-08 11:04:01,3445405
5092,2018-05-08 11:14:01,3458882
5105,2018-05-08 11:29:30,3483214
5112,2018-05-08 11:36:42,3479493
5114,2018-05-08 11:41:00,3493563
5116,2018-05-08 11:41:36,3493711
5153,2018-05-08 12:13:38,3389815
5167,2018-05-08 12:36:58,3429415
5170,2018-05-08 12:58:40,3433265
5495,2018-05-08 18:38:23,3416307
5958,2018-05-09 02:18:39,3495963
5960,2018-05-09 02:23:07,3495963
5962,2018-05-09 02:41:02,3496004
5964,2018-05-09 02:47:15,3496013
5979,2018-05-09 03:16:54,3528114
5981,2018-05-09 03:20:39,3530345
5983,2018-05-09 03:29:52,3530393
5998,2018-05-09 03:40:02,3544546
6114,2018-05-09 07:38:02,3683214
6162,2018-05-09 09:38:09,3279217
6248,2018-05-09 11:35:03,3273934
6265,2018-05-09 11:44:50,3308302
6292,2018-05-09 12:06:00,3192303
6548,2018-05-09 15:36:21,3807968
6733,2018-05-09 18:28:05,4048459
