,timestamp,point_amount_cumsum
6,2018-05-01 01:08:09,-2818.0
30,2018-05-01 02:01:00,-5182.0
32,2018-05-01 02:30:41,-42.0
37,2018-05-01 03:28:58,5065.0
219,2018-05-01 11:26:36,-100172.0
370,2018-05-01 18:23:00,185925.0
372,2018-05-01 18:23:11,48.0
374,2018-05-01 18:25:28,96.0
376,2018-05-01 18:27:20,20.0
381,2018-05-01 18:43:29,3068.0
386,2018-05-01 19:01:51,117.0
546,2018-05-02 02:02:01,-94600.0
555,2018-05-02 02:41:28,19204.0
558,2018-05-02 02:53:23,-114.0
980,2018-05-03 08:21:50,110551.0
988,2018-05-03 09:11:31,17032.0
997,2018-05-03 09:59:49,-330.0
1000,2018-05-03 10:21:18,-836.0
1003,2018-05-03 10:33:05,4034.0
1007,2018-05-03 10:47:20,-178.0
1019,2018-05-03 10:54:11,-14457.0
1137,2018-05-03 13:08:12,47264.0
1140,2018-05-03 13:09:26,-1487.0
1154,2018-05-03 13:18:39,14355.0
1697,2018-05-04 06:35:19,550974.0
1746,2018-05-04 07:48:13,21285.0
1747,2018-05-04 07:53:32,-88.0
1749,2018-05-04 07:54:10,414.0
1764,2018-05-04 08:06:14,60600.0
1776,2018-05-04 08:10:16,7286.0
1786,2018-05-04 08:17:24,-36492.0
1828,2018-05-04 09:15:01,-143664.0
2006,2018-05-04 15:15:13,83443.0
2009,2018-05-04 15:17:23,-37.0
2014,2018-05-04 15:20:36,-694.0
2020,2018-05-04 15:29:30,29365.0
2026,2018-05-04 15:31:34,-26961.0
2029,2018-05-04 15:34:51,9025.0
2033,2018-05-04 15:36:55,-3782.0
2037,2018-05-04 15:41:38,4443.0
2040,2018-05-04 15:47:44,-181.0
2049,2018-05-04 15:50:38,42143.0
2335,2018-05-04 21:51:21,179075.0
2343,2018-05-04 22:07:01,136295.0
2574,2018-05-05 04:58:37,149976.0
2577,2018-05-05 05:02:09,3195.0
2582,2018-05-05 05:25:33,-9340.0
2587,2018-05-05 05:32:27,-68.0
2686,2018-05-05 11:21:52,81999.0
2691,2018-05-05 11:26:44,8490.0
2698,2018-05-05 11:38:19,-14149.0
2877,2018-05-05 20:03:28,16201.0
2899,2018-05-05 21:09:27,-66546.0
2937,2018-05-05 22:11:55,131991.0
3082,2018-05-06 04:47:44,130000.0
3088,2018-05-06 05:19:34,-21495.0
3476,2018-05-06 17:18:31,97328.0
3480,2018-05-06 17:28:12,10793.0
3510,2018-05-06 18:08:42,739.0
3522,2018-05-06 18:25:57,35716.0
3539,2018-05-06 18:52:11,34829.0
3541,2018-05-06 18:58:15,12.0
4501,2018-05-07 18:52:23,956749.0
4938,2018-05-08 07:34:48,663045.0
5028,2018-05-08 09:51:53,63977.0
5038,2018-05-08 10:08:35,67662.0
5049,2018-05-08 10:20:57,3518.0
5062,2018-05-08 10:29:25,8953.0
5064,2018-05-08 10:39:28,16.0
5085,2018-05-08 11:04:01,-7198.0
5092,2018-05-08 11:14:01,13477.0
5105,2018-05-08 11:29:30,24332.0
5112,2018-05-08 11:36:42,-3721.0
5114,2018-05-08 11:41:00,14070.0
5116,2018-05-08 11:41:36,148.0
5153,2018-05-08 12:13:38,-103896.0
5167,2018-05-08 12:36:58,39600.0
5170,2018-05-08 12:58:40,3850.0
5495,2018-05-08 18:38:23,-16958.0
5958,2018-05-09 02:18:39,79656.0
5960,2018-05-09 02:23:07,0.0
5962,2018-05-09 02:41:02,41.0
5964,2018-05-09 02:47:15,9.0
5979,2018-05-09 03:16:54,32101.0
5981,2018-05-09 03:20:39,2231.0
5983,2018-05-09 03:29:52,48.0
5998,2018-05-09 03:40:02,14153.0
6114,2018-05-09 07:38:02,138668.0
6162,2018-05-09 09:38:09,-403997.0
6248,2018-05-09 11:35:03,-5283.0
6265,2018-05-09 11:44:50,34368.0
6292,2018-05-09 12:06:00,-115999.0
6548,2018-05-09 15:36:21,615665.0
6733,2018-05-09 18:28:05,240491.0
6939,2018-05-10 00:36:48,173756.0
6964,2018-05-10 01:10:45,-23008.0
6967,2018-05-10 01:15:44,2012.0
6969,2018-05-10 01:26:06,-154.0
6974,2018-05-10 01:38:12,3698.0
6976,2018-05-10 01:50:55,498.0
6978,2018-05-10 02:03:38,2401.0
7207,2018-05-10 14:17:26,415075.0
7210,2018-05-10 14:26:51,469.0
7212,2018-05-10 14:29:31,-61.0
7221,2018-05-10 14:44:41,26614.0
7990,2018-05-11 17:09:07,-291170.0
8008,2018-05-11 17:19:21,81909.0
8394,2018-05-11 21:44:47,116054.0
8396,2018-05-11 21:48:35,807.0
8398,2018-05-11 21:49:11,190.0
8400,2018-05-11 21:51:38,720.0
8406,2018-05-11 21:56:19,24203.0
8415,2018-05-11 22:10:05,43286.0
8428,2018-05-11 22:12:19,19107.0
8435,2018-05-11 22:16:38,14018.0
8457,2018-05-11 22:39:41,-74861.0
8467,2018-05-11 22:51:04,7099.0
8469,2018-05-11 22:54:59,1135.0
8472,2018-05-11 22:57:48,-940.0
8474,2018-05-11 23:06:36,8.0
8486,2018-05-11 23:11:30,-23130.0
8494,2018-05-11 23:20:25,26823.0
8497,2018-05-11 23:21:21,126.0
9640,2018-05-12 18:55:36,505275.0
9679,2018-05-12 19:22:08,69313.0
9687,2018-05-12 19:25:12,5062.0
9689,2018-05-12 19:27:08,0.0
9697,2018-05-12 19:29:50,215.0
9700,2018-05-12 19:31:22,1154.0
9703,2018-05-12 19:32:15,-1502.0
9715,2018-05-12 19:34:43,-1976.0
9717,2018-05-12 19:36:41,-38.0
9721,2018-05-12 19:38:38,852.0
9723,2018-05-12 19:46:21,-468.0
9729,2018-05-12 19:49:28,4022.0
9731,2018-05-12 19:53:38,1642.0
9802,2018-05-12 20:52:57,152334.0
9806,2018-05-12 20:56:54,1007.0
9830,2018-05-12 21:20:40,36707.0
9836,2018-05-12 21:22:56,17722.0
9838,2018-05-12 21:23:45,2625.0
10183,2018-05-13 01:53:37,-251233.0
10185,2018-05-13 02:00:45,6384.0
10190,2018-05-13 02:02:24,3170.0
10197,2018-05-13 02:15:55,711.0
10205,2018-05-13 02:19:11,-2257.0
10247,2018-05-13 02:58:51,89694.0
10251,2018-05-13 03:02:21,-298.0
10256,2018-05-13 03:09:34,-1226.0
10271,2018-05-13 03:21:24,-2645.0
10292,2018-05-13 03:43:06,-25368.0
10338,2018-05-13 04:19:07,122539.0
10573,2018-05-13 08:43:06,-228187.0
10587,2018-05-13 09:05:21,93386.0
10589,2018-05-13 09:09:03,-27.0
10597,2018-05-13 09:18:45,31754.0
10606,2018-05-13 09:26:43,-10089.0
10608,2018-05-13 09:37:35,-28.0
10619,2018-05-13 09:48:47,-52649.0
10657,2018-05-13 10:13:30,91548.0
