B_min,B_max,B_avg,S_min,S_max,S_avg,T_min,T_max,T_avg
1,28,1.829215431296056,1,27,1.9003984063745016,1,30,2.0706474190726163
1,71,12.411764705882351,1,91,14.73876404494382,1,135,25.936986301369863
1,381,248.23529411764707,2,467,308.6470588235294,3,812,556.8823529411765
