,timestamp,amount_cumsum
6,2018-06-01 02:00:45,-702
8,2018-06-01 02:05:54,-634
13,2018-06-01 03:43:16,-5373
57,2018-06-01 06:02:29,8497
74,2018-06-01 07:14:04,-139252
77,2018-06-01 07:26:29,-139372
79,2018-06-01 07:35:36,-139372
169,2018-06-01 16:10:47,-97146
171,2018-06-01 16:11:21,-95652
173,2018-06-01 16:26:28,-95638
326,2018-06-02 02:48:31,-88780
333,2018-06-02 03:26:48,-40014
335,2018-06-02 03:57:06,-37014
337,2018-06-02 04:15:32,-37017
355,2018-06-02 05:35:38,-12524
629,2018-06-03 09:01:01,71360
631,2018-06-03 10:47:00,71420
643,2018-06-03 12:21:43,104217
648,2018-06-03 13:59:08,104492
1041,2018-06-05 03:40:28,105240
1056,2018-06-05 05:59:22,158466
1059,2018-06-05 06:25:08,159654
1066,2018-06-05 07:06:24,150529
1074,2018-06-05 08:53:54,183479
1076,2018-06-05 09:11:14,183663
1409,2018-06-06 17:23:23,459789
1420,2018-06-06 17:57:53,488539
1429,2018-06-06 18:28:38,511160
1436,2018-06-06 19:03:30,532328
1442,2018-06-06 19:24:32,537638
1446,2018-06-06 19:48:33,558052
1467,2018-06-06 20:18:30,571323
1761,2018-06-07 18:37:22,850667
1763,2018-06-07 18:49:26,850607
1772,2018-06-07 20:46:06,893230
1775,2018-06-07 20:50:51,892702
1777,2018-06-07 20:56:02,892958
1818,2018-06-08 00:54:51,1012328
1821,2018-06-08 01:42:43,1054332
1824,2018-06-08 02:11:31,1054374
1831,2018-06-08 03:55:15,1102178
1840,2018-06-08 05:53:15,986255
1842,2018-06-08 05:59:15,986414
1859,2018-06-08 06:54:20,971960
1863,2018-06-08 07:02:01,976310
1875,2018-06-08 07:48:51,985092
1879,2018-06-08 09:17:53,1040394
1882,2018-06-08 09:46:29,1040651
1913,2018-06-08 13:00:34,988789
1919,2018-06-08 13:04:57,990704
1936,2018-06-08 13:29:41,1020979
1954,2018-06-08 16:09:58,1051029
1956,2018-06-08 16:26:20,1051932
2092,2018-06-09 12:01:43,1239390
2099,2018-06-09 13:17:29,1289156
2101,2018-06-09 13:29:11,1289273
2111,2018-06-09 14:33:39,1309236
2113,2018-06-09 14:53:57,1309608
2277,2018-06-10 10:18:16,930618
2285,2018-06-10 10:32:14,963799
2296,2018-06-10 11:16:09,963701
2303,2018-06-10 11:57:24,981557
2462,2018-06-10 17:52:38,980105
2470,2018-06-10 18:11:04,1009666
2480,2018-06-10 18:23:57,1025547
2489,2018-06-10 18:55:54,1049755
2501,2018-06-10 19:44:56,1059318
2809,2018-06-11 09:32:03,948116
3088,2018-06-12 03:32:12,902658
3091,2018-06-12 03:37:53,905990
3101,2018-06-12 03:42:28,893981
3106,2018-06-12 03:57:35,905918
3109,2018-06-12 04:04:08,905986
3112,2018-06-12 04:17:36,905984
3114,2018-06-12 05:06:06,906032
3118,2018-06-12 05:37:05,902400
3120,2018-06-12 06:12:11,902523
3122,2018-06-12 07:05:31,915638
3130,2018-06-12 08:17:49,929978
