,timestamp,quantity,price,fee,amount,side,sign_quantity,sign_quantity_cumsum(coin),amount_cumsum,compare,point_amount_cumsum
14723,2018-05-16 13:24:12,0.37799999999999995,9171000,0,3466638,1,0.37799999999999995,2.4e-06,6725671,6726049.0,-378.0
14754,2018-05-16 13:51:44,1.3056,9193000,0,12002381,1,1.3056,5.25e-06,6686531,6725671.0,-39140.0
14771,2018-05-16 14:17:30,0.3031,9153000,0,2774274,1,0.3031,5.25e-06,6666440,6686531.0,-20091.0
14778,2018-05-16 14:19:47,0.0197,9167000,0,180590,1,0.0197,5.25e-06,6667177,6666440.0,737.0
15049,2018-05-16 20:18:20,2.2797,9366000,0,21351670,1,2.2797,9.83e-06,6869860,6667177.0,202683.0
15074,2018-05-16 20:42:54,0.2215,9366000,0,2074569,1,0.2215,5.8e-06,6843702,6869860.0,-26158.0
15078,2018-05-16 20:44:32,0.006,9393000,0,56358,1,0.006,5.8e-06,6851171,6843702.0,7469.0
15098,2018-05-16 20:52:38,0.0122,9363000,0,114229,1,0.0122,5.8e-06,6801657,6851171.0,-49514.0
15103,2018-05-16 21:04:26,0.0152,9383000,0,142622,1,0.0152,5.8e-06,6801829,6801657.0,172.0
15107,2018-05-16 21:51:33,0.3134,9358000,0,2932797,1,0.3134,5.8e-06,6797023,6801829.0,-4806.0
15622,2018-05-17 10:47:32,0.6922,9322000,0,6452688,1,0.6922,6.6e-06,7328220,6797023.0,531197.0
15678,2018-05-17 12:06:08,1.7183,9311000,0,15999091,1,1.7183,-3.3e-06,7394453,7328220.0,66233.0
15696,2018-05-17 12:14:28,1.6612,9350000,0,15532220,1,1.6612,-3.3e-06,7318820,7394453.0,-75633.0
15891,2018-05-17 16:59:47,0.5244,9188000,0,4818187,1,0.5244,7.4e-06,7310166,7318820.0,-8654.0
15909,2018-05-17 17:08:14,0.23199999999999998,9226000,0,2140432,1,0.23199999999999998,7.4e-06,7331636,7310166.0,21470.0
16051,2018-05-17 22:54:10,1.0009,9241000,0,9249317,1,1.0009,-6e-07,7486653,7331636.0,155017.0
16069,2018-05-17 23:10:16,0.4374,9253000,0,4047262,1,0.4374,-6e-07,7488386,7486653.0,1733.0
16089,2018-05-17 23:24:05,1.0,9270000,0,9270000,1,1.0,-7e-07,7505982,7488386.0,17596.0
16098,2018-05-17 23:26:42,0.109,9291000,0,1012719,1,0.109,-7e-07,7532764,7505982.0,26782.0
16102,2018-05-17 23:29:52,0.0038,9280000,0,35264,1,0.0038,-7e-07,7532243,7532764.0,-521.0
16104,2018-05-17 23:30:40,0.0088,9277000,0,81638,1,0.0088,-7e-07,7532314,7532243.0,71.0
16124,2018-05-17 23:49:08,0.1239,9264000,0,1147810,1,0.1239,-3.64e-06,7519936,7532314.0,-12378.0
16152,2018-05-18 00:43:05,0.6214,9252000,0,5749193,1,0.6214,-3.64e-06,7551431,7519936.0,31495.0
16162,2018-05-18 00:56:04,0.3585,9256000,0,3318276,1,0.3585,-3.64e-06,7589050,7551431.0,37619.0
16172,2018-05-18 01:13:41,0.08,9263000,0,741040,1,0.08,-3.64e-06,7596704,7589050.0,7654.0
16175,2018-05-18 01:21:25,0.1213,9232000,0,1119842,1,0.1213,-3.64e-06,7597796,7596704.0,1092.0
16191,2018-05-18 01:40:04,0.5,9229000,0,4614500,1,0.5,-3.64e-06,7561842,7597796.0,-35954.0
16200,2018-05-18 01:51:45,0.0813,9225000,0,749993,1,0.0813,-3.64e-06,7589603,7561842.0,27761.0
16204,2018-05-18 01:59:46,0.2121,9235000,0,1958744,1,0.2121,-3.64e-06,7594773,7589603.0,5170.0
16206,2018-05-18 02:02:28,0.0369,9241000,0,340993,1,0.0369,-3.64e-06,7595142,7594773.0,369.0
16231,2018-05-18 02:47:48,0.01,9243000,0,92430,1,0.01,-3.64e-06,7594369,7595142.0,-773.0
16975,2018-05-18 21:10:41,0.7383,9050000,0,6681615,1,0.7383,5.5e-06,8300185,7594369.0,705816.0
16978,2018-05-18 21:30:20,0.004,9052000,0,36208,1,0.004,5.5e-06,8300194,8300185.0,9.0
16981,2018-05-18 21:54:47,0.057999999999999996,9061000,0,525538,1,0.057999999999999996,5.5e-06,8300298,8300194.0,104.0
18146,2018-05-21 00:41:16,0.3532,9236000,0,3262155,1,0.3532,1.5e-06,9846458,8300298.0,1546160.0
18189,2018-05-21 01:17:33,0.2117,9322000,0,1973467,1,0.2117,-2.15e-06,10045182,9846458.0,198724.0
18197,2018-05-21 01:34:16,0.1311,9312000,0,1220803,1,0.1311,-2.15e-06,10033836,10045182.0,-11346.0
18200,2018-05-21 01:40:55,0.0021,9300000,0,19530,1,0.0021,-2.15e-06,10033817,10033836.0,-19.0
18205,2018-05-21 01:55:54,0.0203,9291000,0,188607,1,0.0203,-2.15e-06,10034098,10033817.0,281.0
18226,2018-05-21 02:28:51,0.0671,9319000,0,625305,1,0.0671,-2.15e-06,10031255,10034098.0,-2843.0
18232,2018-05-21 02:35:01,0.0221,9307000,0,205685,1,0.0221,-2.15e-06,10026307,10031255.0,-4948.0
18234,2018-05-21 02:49:29,0.0172,9307000,0,160080,1,0.0172,-2.15e-06,10026375,10026307.0,68.0
18236,2018-05-21 02:59:13,0.10800000000000001,9322000,0,1006776,1,0.10800000000000001,-2.15e-06,10028643,10026375.0,2268.0
18329,2018-05-21 06:55:23,0.1902,9347000,0,1777799,1,0.1902,-9.7e-06,10017641,10028643.0,-11002.0
18333,2018-05-21 07:10:40,0.0365,9358000,0,341567,1,0.0365,-9.7e-06,10018229,10017641.0,588.0
18336,2018-05-21 07:26:14,0.1426,9349000,0,1333167,1,0.1426,-9.7e-06,10017387,10018229.0,-842.0
18395,2018-05-21 09:05:53,0.3202,9380000,0,3003476,1,0.3202,7.03e-06,10079417,10017387.0,62030.0
19354,2018-05-23 06:16:24,2.1947,9080000,0,19927876,1,2.1947,-5.5e-06,10319426,10079417.0,240009.0
19548,2018-05-23 12:36:13,0.3253,8951000,0,2911760,1,0.3253,9.8e-06,10356734,10319426.0,37308.0
19550,2018-05-23 12:38:06,0.0092,8950000,0,82340,1,0.0092,9.8e-06,10356771,10356734.0,37.0
20178,2018-05-24 08:12:44,0.2,8500000,0,1700000,1,0.2,-6.3e-06,10285100,10356771.0,-71671.0
20181,2018-05-24 08:14:15,0.1138,8517000,0,969235,1,0.1138,-6.3e-06,10287255,10285100.0,2155.0
20868,2018-05-25 01:14:34,0.1079,8436000,0,910244,1,0.1079,5.25e-06,10449147,10287255.0,161892.0
20876,2018-05-25 01:38:14,1.8758,8348000,0,15659178,1,1.8758,5.25e-06,10319188,10449147.0,-129959.0
20883,2018-05-25 01:46:17,1.6732,8341000,0,13956161,1,1.6732,5.25e-06,10305847,10319188.0,-13341.0
20893,2018-05-25 02:15:22,1.8855,8382000,0,15804261,1,1.8855,5.25e-06,10350065,10305847.0,44218.0
20899,2018-05-25 02:35:24,0.1962,8347000,0,1637681,1,0.1962,5.25e-06,10374772,10350065.0,24707.0
20903,2018-05-25 02:54:55,0.2094,8363000,0,1751212,1,0.2094,5.25e-06,10376834,10374772.0,2062.0
20905,2018-05-25 03:14:10,0.1157,8368000,0,968178,1,0.1157,5.25e-06,10378338,10376834.0,1504.0
20914,2018-05-25 03:18:46,0.086,8387000,0,721282,1,0.086,5.25e-06,10379031,10378338.0,693.0
20920,2018-05-25 03:41:27,1.1996,8375000,0,10046650,1,1.1996,5.25e-06,10376205,10379031.0,-2826.0
20924,2018-05-25 03:51:47,0.3187,8399000,0,2676761,1,0.3187,5.25e-06,10390510,10376205.0,14305.0
20932,2018-05-25 03:59:46,0.2692,8426000,0,2268279,1,0.2692,5.25e-06,10396066,10390510.0,5556.0
20935,2018-05-25 04:18:12,1.6318,8437000,0,13767497,1,1.6318,5.25e-06,10420985,10396066.0,24919.0
20960,2018-05-25 05:15:15,0.3585,8377000,0,3003155,1,0.3585,5.25e-06,10376395,10420985.0,-44590.0
20962,2018-05-25 05:37:23,0.0906,8350000,0,756510,1,0.0906,5.25e-06,10376939,10376395.0,544.0
20966,2018-05-25 05:54:48,0.21100000000000002,8368000,0,1765648,1,0.21100000000000002,5.25e-06,10390420,10376939.0,13481.0
21061,2018-05-25 09:32:11,0.0221,8377000,0,185132,1,0.0221,8.8e-06,10356545,10390420.0,-33875.0
21075,2018-05-25 09:45:27,0.0787,8347000,0,656909,1,0.0787,7.87e-06,10318137,10356545.0,-38408.0
21078,2018-05-25 09:49:26,0.0758,8348000,0,632778,1,0.0758,7.87e-06,10317681,10318137.0,-456.0
21083,2018-05-25 10:03:11,0.6999,8370000,0,5858163,1,0.6999,7.87e-06,10335496,10317681.0,17815.0
21086,2018-05-25 10:18:08,1.0408,8375000,0,8716700,1,1.0408,7.87e-06,10341016,10335496.0,5520.0
21093,2018-05-25 10:58:09,1.4974,8398000,0,12575165,1,1.4974,7.87e-06,10410789,10341016.0,69773.0
21099,2018-05-25 11:16:19,0.2015,8398000,0,1692197,1,0.2015,7.87e-06,10410439,10410789.0,-350.0
21106,2018-05-25 11:34:08,0.3168,8450000,0,2676960,1,0.3168,7.87e-06,10502986,10410439.0,92547.0
21682,2018-05-27 15:41:24,0.8722,8111000,0,7074414,1,0.8722,8e-07,10726106,10502986.0,223120.0
21685,2018-05-27 15:59:35,0.3038,8108000,0,2463210,1,0.3038,8e-07,10727767,10726106.0,1661.0
21687,2018-05-27 16:41:25,0.4316,8121000,0,3505024,1,0.4316,8e-07,10742442,10727767.0,14675.0
21694,2018-05-27 17:24:44,0.1702,8119000,0,1381854,1,0.1702,8e-07,10734394,10742442.0,-8048.0
21708,2018-05-27 17:47:16,0.0143,8109000,0,115959,1,0.0143,8e-07,10739240,10734394.0,4846.0
21720,2018-05-27 18:27:50,0.0046,8116000,0,37334,1,0.0046,8e-07,10736056,10739240.0,-3184.0
21731,2018-05-27 19:12:52,0.9418,8141000,0,7667194,1,0.9418,8e-07,10739111,10736056.0,3055.0
21742,2018-05-27 19:31:38,0.7877,8135000,0,6407940,1,0.7877,8e-07,10709571,10739111.0,-29540.0
21773,2018-05-27 22:56:49,0.6755,8114000,0,5481007,1,0.6755,8e-07,10718307,10709571.0,8736.0
21775,2018-05-27 23:23:14,0.009000000000000001,8148000,0,73332,1,0.009000000000000001,8e-07,10718406,10718307.0,99.0
21781,2018-05-27 23:43:29,0.048,8158000,0,391584,1,0.048,8e-07,10759820,10718406.0,41414.0
21788,2018-05-28 00:01:23,1.2495,8161000,0,10197170,1,1.2495,-3.4e-06,10786841,10759820.0,27021.0
21799,2018-05-28 01:43:31,1.0578,8160000,0,8631648,1,1.0578,-3.4e-06,10807937,10786841.0,21096.0
21801,2018-05-28 02:39:23,0.0041,8167000,0,33485,1,0.0041,-3.4e-06,10807970,10807937.0,33.0
21825,2018-05-28 04:11:41,0.05,8121000,0,406050,1,0.05,-3.4e-06,10690805,10807970.0,-117165.0
21842,2018-05-28 05:37:40,1.0283,8172000,0,8403268,1,1.0283,-3.4e-06,10760826,10690805.0,70021.0
21845,2018-05-28 07:02:13,0.3917,8150000,0,3192355,1,0.3917,-3.4e-06,10765432,10760826.0,4606.0
21847,2018-05-28 07:37:26,0.05,8162000,0,408100,1,0.05,-3.4e-06,10765432,10765432.0,0.0
21857,2018-05-28 08:05:32,1.1105,8192000,0,9097216,1,1.1105,-3.4e-06,10796910,10765432.0,31478.0
21861,2018-05-28 08:31:03,0.6379,8188000,0,5223125,1,0.6379,-3.4e-06,10804069,10796910.0,7159.0
21875,2018-05-28 09:49:21,1.0195,8191000,0,8350725,1,1.0195,-3.4e-06,10838338,10804069.0,34269.0
21883,2018-05-28 10:43:45,2.0,8173000,0,16346000,1,2.0,-3.4e-06,10844772,10838338.0,6434.0
21887,2018-05-28 11:06:11,1.9267,8186000,0,15771966,1,1.9267,-3.4e-06,10871651,10844772.0,26879.0
21891,2018-05-28 11:19:19,0.7603,8175000,0,6215453,1,0.7603,-3.4e-06,10868441,10871651.0,-3210.0
21894,2018-05-28 11:29:41,0.4005,8182000,0,3276891,1,0.4005,-3.4e-06,10872207,10868441.0,3766.0
21897,2018-05-28 11:58:43,0.5131,8183000,0,4198697,1,0.5131,-3.4e-06,10875399,10872207.0,3192.0
21899,2018-05-28 12:32:55,2.0,8193000,0,16386000,1,2.0,-3.4e-06,10871399,10875399.0,-4000.0
21907,2018-05-28 13:08:58,1.5557,8203000,0,12761407,1,1.5557,-3.4e-06,10901782,10871399.0,30383.0
21910,2018-05-28 13:24:35,0.2013,8224000,0,1655491,1,0.2013,-3.4e-06,10902616,10901782.0,834.0
21917,2018-05-28 13:44:20,1.3126,8215000,0,10783009,1,1.3126,-3.4e-06,10914334,10902616.0,11718.0
21930,2018-05-28 14:23:06,1.3755,8209000,0,11291480,1,1.3755,-3.4e-06,10911831,10914334.0,-2503.0
22348,2018-05-29 16:58:20,1.558e-05,7973000,0,-124,0,-1.558e-05,-3.8e-06,10927201,10911831.0,15370.0
22529,2018-05-29 23:01:05,0.6905,8274000,0,5713197,1,0.6905,-4.1e-06,11264249,10927201.0,337048.0
22546,2018-05-29 23:52:15,0.1293,8242000,0,1065691,1,0.1293,-4.1e-06,11279937,11264249.0,15688.0
22562,2018-05-30 00:47:10,0.2827,8235000,0,2328035,1,0.2827,-4.1e-06,11284636,11279937.0,4699.0
22564,2018-05-30 00:49:51,0.0092,8239000,0,75799,1,0.0092,-4.1e-06,11284691,11284636.0,55.0
22572,2018-05-30 01:24:02,0.1186,8246000,0,977976,1,0.1186,-4.1e-06,11282692,11284691.0,-1999.0
22574,2018-05-30 01:35:19,0.0119,8251000,0,98187,1,0.0119,-4.1e-06,11282811,11282692.0,119.0
22579,2018-05-30 02:24:17,1.5162,8239000,0,12491972,1,1.5162,-4.1e-06,11268615,11282811.0,-14196.0
22607,2018-05-30 03:58:24,1.3994,8265000,0,11566041,1,1.3994,-4.1e-06,11225943,11268615.0,-42672.0
22686,2018-05-30 10:32:07,0.6315,8367000,0,5283761,1,0.6315,-3.6e-06,11376636,11225943.0,150693.0
22700,2018-05-30 10:55:11,2.567e-05,8367000,0,-215,0,-2.567e-05,-2.4e-07,11388022,11376636.0,11386.0
22946,2018-05-31 00:17:25,0.4526,8139000,0,3683711,1,0.4526,-6.7e-06,11495379,11388022.0,107357.0
23294,2018-05-31 23:21:17,0.368,8342000,0,3069856,1,0.368,-1.6e-06,11999306,11495379.0,503927.0
