,timestamp,amount_cumsum
1,2018-04-24 14:44:51,25000
11,2018-04-24 14:49:00,39580
20,2018-04-24 14:50:22,17796
24,2018-04-24 14:51:32,21103
28,2018-04-24 14:53:42,41103
34,2018-04-24 14:59:24,8257
41,2018-04-24 15:02:15,-64032
47,2018-04-24 15:04:59,-11011
60,2018-04-24 15:06:54,-40137
65,2018-04-24 15:11:25,-48957
68,2018-04-24 15:12:41,-48957
72,2018-04-24 15:13:44,-48957
83,2018-04-24 15:15:42,1851
90,2018-04-24 15:18:31,148154
93,2018-04-24 15:19:15,148146
96,2018-04-24 15:20:15,148146
104,2018-04-24 15:21:53,212320
106,2018-04-24 15:22:25,215883
113,2018-04-24 15:28:56,276495
126,2018-04-24 15:33:04,277563
138,2018-04-24 15:39:45,330042
141,2018-04-24 15:41:11,329790
159,2018-04-24 15:49:40,316587
169,2018-04-24 15:51:28,311199
175,2018-04-24 15:58:12,364007
180,2018-04-24 16:00:25,342972
185,2018-04-24 16:02:27,332971
187,2018-04-24 16:03:02,332877
200,2018-04-24 16:10:13,69256
212,2018-04-24 16:14:54,263407
230,2018-04-24 16:20:26,352039
239,2018-04-24 16:25:37,599964
246,2018-04-24 16:28:36,599963
251,2018-04-24 16:29:01,595195
255,2018-04-24 16:30:24,598668
266,2018-04-24 16:32:52,660699
268,2018-04-24 16:34:21,640699
270,2018-04-24 16:35:54,640699
273,2018-04-24 16:36:43,644256
277,2018-04-24 16:40:59,668463
287,2018-04-24 16:46:53,654696
291,2018-04-24 16:49:36,637008
293,2018-04-24 16:50:26,632911
305,2018-04-24 16:54:16,720157
309,2018-04-24 16:56:41,710202
315,2018-04-24 17:01:38,711746
321,2018-04-24 17:04:18,733084
333,2018-04-24 17:14:26,817489
335,2018-04-24 17:16:38,817326
338,2018-04-24 17:19:28,817803
350,2018-04-24 17:36:38,913652
366,2018-04-24 17:41:10,1003798
372,2018-04-24 17:45:18,970935
393,2018-04-24 17:52:13,949619
399,2018-04-24 17:54:36,1029620
404,2018-04-24 17:55:52,964522
411,2018-04-24 17:59:18,931665
418,2018-04-24 18:00:51,923960
420,2018-04-24 18:01:22,908960
426,2018-04-24 18:02:47,926607
430,2018-04-24 18:06:21,891607
436,2018-04-24 18:08:17,895636
460,2018-04-24 18:21:39,825927
483,2018-04-24 18:42:24,864824
485,2018-04-24 18:44:27,864524
488,2018-04-24 18:51:07,874580
492,2018-04-24 18:54:25,864848
503,2018-04-24 19:16:48,902846
510,2018-04-24 19:25:21,900045
518,2018-04-24 19:33:54,1002489
525,2018-04-24 19:40:48,1013316
530,2018-04-24 19:52:41,1011443
542,2018-04-24 20:02:38,1029555
545,2018-04-24 20:08:48,1030061
559,2018-04-24 20:28:33,1068381
569,2018-04-24 20:35:06,1064486
580,2018-04-24 20:43:43,1025500
593,2018-04-24 20:50:40,1014481
595,2018-04-24 20:53:56,1002844
610,2018-04-24 20:58:53,991300
622,2018-04-24 21:03:48,1004529
629,2018-04-24 21:16:28,998975
632,2018-04-24 21:21:14,1015737
636,2018-04-24 21:27:43,1016799
657,2018-04-24 22:17:43,1059012
670,2018-04-24 22:25:22,1037288
673,2018-04-24 22:26:31,1041669
677,2018-04-24 22:27:44,1041671
685,2018-04-24 22:37:47,1102771
694,2018-04-24 22:46:15,1050768
701,2018-04-24 22:52:55,1010847
709,2018-04-24 22:55:54,1076023
711,2018-04-24 22:57:25,1075523
713,2018-04-24 22:59:40,1083450
715,2018-04-24 23:00:58,1081834
726,2018-04-24 23:10:52,1194461
730,2018-04-24 23:14:07,1189779
733,2018-04-24 23:15:09,1207338
735,2018-04-24 23:16:32,1207548
746,2018-04-24 23:21:19,1193475
761,2018-04-24 23:30:11,1239913
765,2018-04-24 23:35:41,1239860
775,2018-04-24 23:58:59,1242054
777,2018-04-25 00:02:57,1260950
783,2018-04-25 00:18:14,1296594
807,2018-04-25 00:58:55,1304889
812,2018-04-25 01:17:24,1318842
813,2018-04-25 01:19:17,1318841
824,2018-04-25 01:23:36,1384868
837,2018-04-25 01:24:51,1431896
848,2018-04-25 01:34:24,1407733
858,2018-04-25 01:43:55,1426757
860,2018-04-25 01:45:48,1426808
869,2018-04-25 01:54:03,1551875
876,2018-04-25 01:57:53,1645892
880,2018-04-25 01:59:19,1656448
884,2018-04-25 02:00:26,1657362
889,2018-04-25 02:02:14,1687620
892,2018-04-25 02:05:19,1831102
899,2018-04-25 02:06:10,1831448
