,timestamp,point_amount_cumsum
0,2018-08-08 00:00:00,11591.0
1,2018-08-08 00:00:00,33679.0
183,2018-08-08 06:41:00,595928.0
184,2018-08-08 07:02:00,10194.0
196,2018-08-08 07:29:00,-2056.0
210,2018-08-08 07:49:00,-19116.0
231,2018-08-08 09:14:00,493196.0
269,2018-08-08 09:40:00,-216735.0
284,2018-08-08 10:57:00,37210.0
292,2018-08-08 11:16:00,16249.0
293,2018-08-08 12:03:00,28647.0
357,2018-08-08 13:59:00,262999.0
413,2018-08-08 14:49:00,226970.0
443,2018-08-08 15:06:00,35099.0
502,2018-08-08 17:17:00,204369.0
506,2018-08-08 17:21:00,10512.0
507,2018-08-08 17:23:00,4893.0
514,2018-08-08 17:59:00,-41865.0
543,2018-08-08 19:10:00,47657.0
597,2018-08-08 22:40:00,99092.0
617,2018-08-08 23:09:00,61135.0
683,2018-08-08 23:36:00,-2449.0
833,2018-08-09 04:03:00,258485.0
998,2018-08-09 08:17:00,252100.0
1048,2018-08-09 10:24:00,-119423.0
1061,2018-08-09 11:24:00,9615.0
1217,2018-08-09 20:52:00,-109416.0
1288,2018-08-09 22:12:00,333875.0
1340,2018-08-09 22:46:00,-135729.0
1341,2018-08-09 22:47:00,22446.0
1342,2018-08-09 22:47:00,29779.0
1343,2018-08-09 22:47:00,29779.0
1407,2018-08-09 23:09:00,-215823.0
1553,2018-08-10 04:42:00,150246.0
1742,2018-08-10 13:37:00,-39731.0
1743,2018-08-10 13:41:00,27551.0
1744,2018-08-10 13:41:00,60139.0
1824,2018-08-10 18:56:00,55604.0
1854,2018-08-10 20:02:00,130292.0
1855,2018-08-10 20:05:00,16239.0
1856,2018-08-10 20:05:00,29772.0
1857,2018-08-10 20:05:00,29772.0
1926,2018-08-10 22:58:00,-416241.0
1927,2018-08-10 23:00:00,62088.0
1943,2018-08-11 00:32:00,8090.0
1961,2018-08-11 01:49:00,95776.0
2025,2018-08-11 05:52:00,329541.0
2026,2018-08-11 05:54:00,29797.0
2027,2018-08-11 05:54:00,30598.0
2097,2018-08-11 06:16:00,-77697.0
2197,2018-08-11 07:37:00,-1843.0
2259,2018-08-11 09:51:00,51376.0
2289,2018-08-11 11:18:00,-27732.0
2311,2018-08-11 13:03:00,10919.0
2319,2018-08-11 13:27:00,3499.0
2320,2018-08-11 13:27:00,12687.0
2321,2018-08-11 13:27:00,18927.0
2345,2018-08-11 14:12:00,2157.0
2346,2018-08-11 14:14:00,25168.0
2388,2018-08-11 15:07:00,89066.0
