,timestamp,point_amount_cumsum
3,2019-07-01 00:17:00,-93761.0
51,2019-07-01 01:10:00,-215181.0
52,2019-07-01 01:10:00,683.0
53,2019-07-01 01:10:00,1599.0
54,2019-07-01 01:10:00,683.0
86,2019-07-01 01:59:00,84482.0
414,2019-07-01 14:08:00,451262.0
525,2019-07-01 16:34:00,-133212.0
526,2019-07-01 16:41:00,2328.0
527,2019-07-01 16:41:00,562.0
528,2019-07-01 16:41:00,535.0
529,2019-07-01 16:41:00,535.0
530,2019-07-01 16:41:00,669.0
688,2019-07-01 21:54:00,114371.0
843,2019-07-02 04:24:00,10232.0
844,2019-07-02 04:24:00,16562.0
845,2019-07-02 04:24:00,16562.0
846,2019-07-02 04:24:00,16562.0
847,2019-07-02 04:24:00,83887.0
848,2019-07-02 04:24:00,27746.0
849,2019-07-02 04:24:00,523.0
850,2019-07-02 04:24:00,622.0
851,2019-07-02 04:24:00,498.0
980,2019-07-02 08:26:00,271005.0
1126,2019-07-02 13:55:00,23223.0
1127,2019-07-02 13:55:00,11994.0
1239,2019-07-02 19:39:00,-102447.0
1240,2019-07-02 19:39:00,13577.0
1265,2019-07-02 20:42:00,-245665.0
1547,2019-07-03 03:27:00,-134650.0
1548,2019-07-03 03:27:00,38115.0
1842,2019-07-03 11:04:00,-458164.0
1937,2019-07-03 14:01:00,-43069.0
1938,2019-07-03 14:01:00,4092.0
1939,2019-07-03 14:01:00,40923.0
1940,2019-07-03 14:01:00,451.0
2045,2019-07-03 14:56:00,-420126.0
2046,2019-07-03 14:56:00,101200.0
2047,2019-07-03 14:56:00,100199.0
2380,2019-07-03 19:24:00,-194630.0
2381,2019-07-03 19:24:00,455.0
3415,2019-07-04 14:23:00,174274.0
3765,2019-07-04 22:16:00,231073.0
4555,2019-07-05 16:10:00,32678.0
4556,2019-07-05 16:10:00,-67232.0
4980,2019-07-06 02:43:00,39527.0
4981,2019-07-06 02:44:00,-16042.0
5112,2019-07-06 07:37:00,-275791.0
5137,2019-07-06 08:01:00,-45.0
5138,2019-07-06 08:01:00,99949.0
5139,2019-07-06 08:01:00,7592.0
5140,2019-07-06 08:01:00,1324.0
5150,2019-07-06 08:06:00,-195982.0
5151,2019-07-06 08:06:00,131934.0
5452,2019-07-06 18:52:00,3456.0
5453,2019-07-06 18:52:00,-94.0
5644,2019-07-07 03:01:00,149122.0
5645,2019-07-07 03:01:00,1434.0
5646,2019-07-07 03:04:00,868.0
5718,2019-07-07 06:36:00,258490.0
5754,2019-07-07 07:54:00,4436.0
5853,2019-07-07 12:10:00,65773.0
6016,2019-07-07 22:35:00,236742.0
6597,2019-07-09 05:01:00,851923.0
6658,2019-07-09 05:55:00,-113416.0
6766,2019-07-09 07:33:00,41619.0
6772,2019-07-09 07:36:00,59744.0
6864,2019-07-09 09:22:00,36351.0
7222,2019-07-09 13:23:00,-192665.0
7260,2019-07-09 14:02:00,-125451.0
7261,2019-07-09 14:02:00,-1787.0
7379,2019-07-09 15:39:00,91145.0
7380,2019-07-09 15:39:00,50096.0
7501,2019-07-09 16:46:00,-441043.0
7502,2019-07-09 16:48:00,44536.0
7503,2019-07-09 16:49:00,43125.0
7504,2019-07-09 16:49:00,56890.0
7778,2019-07-09 20:53:00,-301366.0
7827,2019-07-09 21:44:00,-70039.0
7880,2019-07-09 23:03:00,223353.0
7881,2019-07-09 23:03:00,14185.0
7899,2019-07-09 23:32:00,-214940.0
8118,2019-07-10 01:32:00,-103006.0
8264,2019-07-10 06:23:00,262289.0
8327,2019-07-10 07:38:00,-207644.0
8477,2019-07-10 09:39:00,-34484.0
8478,2019-07-10 09:40:00,-58947.0
8753,2019-07-10 11:26:00,252218.0
8795,2019-07-10 12:07:00,-106982.0
8855,2019-07-10 12:38:00,-34495.0
9021,2019-07-10 15:47:00,-6034.0
9096,2019-07-10 17:28:00,-79493.0
9137,2019-07-10 18:43:00,11334.0
9299,2019-07-10 23:15:00,8301.0
9322,2019-07-10 23:20:00,138709.0
9792,2019-07-11 07:03:00,-320460.0
9895,2019-07-11 08:44:00,-308632.0
9896,2019-07-11 08:44:00,-1694.0
9897,2019-07-11 08:44:00,-1173.0
9940,2019-07-11 09:07:00,337729.0
9941,2019-07-11 09:07:00,-1003.0
9942,2019-07-11 09:07:00,-1154.0
10058,2019-07-11 10:08:00,-297416.0
10059,2019-07-11 10:08:00,-1146.0
10099,2019-07-11 10:44:00,-26440.0
10100,2019-07-11 10:44:00,-43597.0
10103,2019-07-11 10:44:00,-148308.0
10104,2019-07-11 10:44:00,1698.0
10105,2019-07-11 10:44:00,378.0
11016,2019-07-13 06:01:00,-604744.0
11049,2019-07-13 07:28:00,-35366.0
11361,2019-07-13 18:24:00,-104277.0
11426,2019-07-13 19:17:00,112501.0
11427,2019-07-13 19:17:00,1776.0
11818,2019-07-14 04:15:00,-169429.0
11819,2019-07-14 04:15:00,33780.0
11891,2019-07-14 05:42:00,-176935.0
11892,2019-07-14 05:42:00,-1002.0
11895,2019-07-14 05:43:00,123521.0
11929,2019-07-14 06:08:00,-274604.0
11930,2019-07-14 06:08:00,-1003.0
11974,2019-07-14 07:22:00,243601.0
11994,2019-07-14 07:45:00,-87944.0
12477,2019-07-16 12:39:00,-45884.0
12526,2019-07-16 12:47:00,-190599.0
12567,2019-07-16 13:03:00,208550.0
12568,2019-07-16 13:04:00,-9397.0
12569,2019-07-16 13:04:00,-56942.0
12613,2019-07-16 13:39:00,185412.0
12730,2019-07-16 16:14:00,93422.0
12731,2019-07-16 16:14:00,128355.0
12754,2019-07-16 16:22:00,-161167.0
12783,2019-07-16 16:36:00,26109.0
